,Unnamed: 0,links,rest_name,rest_location,rest_rating_aggr,rest_cuisine,rest_cuisine_2,rest_cuisine_3,rest_no_review,rest_price_cat,post1,post2,area,rest1,rest2
0,931,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7018821-Reviews-Lomos_Food_Shop-Copenhagen_Zealand.html,Lomos Food Shop,"Holbergsgade 17, København 1000 Danmark",4.5,Europæisk,Dansk],,48.0,2.5,"Holbergsgade 17, København 1000",1050.0,København K,Europæisk,Europæisk
1,607,https://www.tripadvisor.dk/Restaurant_Review-g189541-d9570698-Reviews-Rossopomodoro_Illum-Copenhagen_Zealand.html,Rossopomodoro Illum,"Ostergade 52 Illum, København 1001 Danmark",3.5,Italiensk,Pizza,Middelhavsområdet,315.0,2.5,"Ostergade 52 Illum, København 1001",1050.0,København K,Italiensk,Italiensk
2,363,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10127436-Reviews-Skagen_Fiskerestaurant_Illum_Rooftop-Copenhagen_Zealand.html,Skagen Fiskerestaurant Illum Rooftop,"Oestergade 52 4. Sal, København 1001 Danmark",4.0,Fisk og skaldyr,Europæisk,Skandinavisk,219.0,2.5,"Oestergade 52 4. Sal, København 1001",1050.0,København K,Fisk og skaldyr,Fisk og skaldyr
3,1276,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7002279-Reviews-The_Bagel_Co-Copenhagen_Zealand.html,The Bagel Co,"Ostergade 52, København 1001 Danmark",4.0,Vegetarvenlig],,,27.0,1.0,"Ostergade 52, København 1001",1001.0,København K,Vegetarvenlig,Moderne
4,1645,https://www.tripadvisor.dk/Restaurant_Review-g189541-d11925181-Reviews-Rio_Temakeria-Copenhagen_Zealand.html,Rio Temakeria,"Østergade 52 Illum rooftop, København 1001 Danmark",4.5,Japansk,Brasiliansk,Fisk og skaldyr,13.0,2.5,"Østergade 52 Illum rooftop, København 1001",1001.0,København K,Japansk,Japansk
5,386,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1061029-Reviews-Trattoria_Fiat-Copenhagen_Zealand.html,Trattoria FIAT,"Kongens Nytorv 18 Kbh K, København 1050 Danmark",4.0,Italiensk,Pizza,Middelhavsområdet,1075.0,2.5,"Kongens Nytorv 18 Kbh K, København 1050",1050.0,København K,Italiensk,Italiensk
6,200,https://www.tripadvisor.dk/Restaurant_Review-g189541-d814122-Reviews-Hviids_Vinstue-Copenhagen_Zealand.html,Hviids Vinstue,"Kongens Nytorv 19, København 1050 Danmark",4.0,Bar,Pub,Skandinavisk,283.0,2.5,"Kongens Nytorv 19, København 1050",1050.0,København K,Bar,Bar
7,415,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6578059-Reviews-Bistro_Royal-Copenhagen_Zealand.html,Bistro Royal,"Kongens Nytorv 26, København 1050 Danmark",4.0,Europæisk,Dansk,Vegetarvenlig,605.0,2.5,"Kongens Nytorv 26, København 1050",1050.0,København K,Europæisk,Europæisk
8,165,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4480724-Reviews-Marchal-Copenhagen_Zealand.html,Marchal,"Kongens Nytorv 34 Copenhagen K, København 1050 Danmark",4.5,Europæisk,Skandinavisk,Dansk,450.0,4.0,"Kongens Nytorv 34 Copenhagen K, København 1050",1050.0,København K,Europæisk,Europæisk
9,1669,https://www.tripadvisor.dk/Restaurant_Review-g189541-d18454402-Reviews-Deco_Bar-Copenhagen_Zealand.html,Deco Bar,"Kongens Nytorv, København 1050 Danmark",5.0,Pub],,,3.0,0.0,"Kongens Nytorv, København 1050",1050.0,København K,Pub,Bar
10,453,https://www.tripadvisor.dk/Restaurant_Review-g189541-d694948-Reviews-Restaurant_D_Angleterre-Copenhagen_Zealand.html,Restaurant D'Angleterre,"Kongens Nytorv 34, København 1050 Danmark",4.5,Fransk,Europæisk,Skandinavisk,126.0,4.0,"Kongens Nytorv 34, København 1050",1050.0,København K,Fransk,Fransk
11,1486,https://www.tripadvisor.dk/Restaurant_Review-g189541-d9695246-Reviews-Meyers_Deli-Copenhagen_Zealand.html,Meyers Deli,"Kongens Nytorv 13 I Magasin du Nord, København 1050 Danmark",3.5,Europæisk,Dansk,Vegetarvenlig,30.0,2.5,"Kongens Nytorv 13 I Magasin du Nord, København 1050",1050.0,København K,Europæisk,Europæisk
12,368,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4744181-Reviews-Ravage_Restaurant_Copenhagen-Copenhagen_Zealand.html,Ravage Restaurant Copenhagen,"Kongens Nytorv 16, København 1050 Danmark",4.0,Europæisk,Dansk,Vegetarvenlig,343.0,2.5,"Kongens Nytorv 16, København 1050",1050.0,København K,Europæisk,Europæisk
13,677,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2209391-Reviews-Geist-Copenhagen_Zealand.html,Geist,"Kongens Nytorv 8, København 1050 Danmark",3.5,Europæisk,Skandinavisk,Dansk,1387.0,4.0,"Kongens Nytorv 8, København 1050",1050.0,København K,Europæisk,Europæisk
14,1425,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1651108-Reviews-Nyhavns_Hereford_House-Copenhagen_Zealand.html,Nyhavns Hereford House,"Nyhavn 41, København 1051 Danmark",3.5,International,Europæisk,Skandinavisk,213.0,2.5,"Nyhavn 41, København 1051",1051.0,København K,International,International
15,650,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2330258-Reviews-Skipperkroen-Copenhagen_Zealand.html,Skipperkroen,"Nyhavn 27, København 1051 Danmark",3.5,Fisk og skaldyr,Europæisk,Skandinavisk,765.0,2.5,"Nyhavn 27, København 1051",1051.0,København K,Fisk og skaldyr,Fisk og skaldyr
16,203,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10187121-Reviews-Restaurant_HUMMER-Copenhagen_Zealand.html,Restaurant HUMMER,"Nyhavn 63 Kld., København 1051 Danmark",4.0,Fisk og skaldyr,Europæisk,Skandinavisk,350.0,4.0,"Nyhavn 63 Kld., København 1051",1051.0,København K,Fisk og skaldyr,Fisk og skaldyr
17,209,https://www.tripadvisor.dk/Restaurant_Review-g189541-d796317-Reviews-Restaurant_Zeleste-Copenhagen_Zealand.html,Restaurant Zeleste,"Store Strandstraede 6, København 1051 Danmark",4.0,Fisk og skaldyr,Europæisk,Skandinavisk,588.0,2.5,"Store Strandstraede 6, København 1051",1051.0,København K,Fisk og skaldyr,Fisk og skaldyr
18,342,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3344375-Reviews-NyhavnsKroen-Copenhagen_Zealand.html,NyhavnsKroen,"Nyhavn 47 1051, København 1051 Danmark",4.0,Dansk,Vegetarvenlig],,321.0,2.5,"Nyhavn 47 1051, København 1051",1051.0,København K,Dansk,Skandinavisk
19,225,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1495437-Reviews-Restaurant_Havfruen-Copenhagen_Zealand.html,Restaurant Havfruen,"Nyhavn 39, København 1051 Danmark",4.0,Fisk og skaldyr,Sund,Skandinavisk,462.0,2.5,"Nyhavn 39, København 1051",1051.0,København K,Fisk og skaldyr,Fisk og skaldyr
20,726,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17796658-Reviews-Restaurant_Nyhavn_41-Copenhagen_Zealand.html,Restaurant Nyhavn 41,"Nyhavn 41, København 1051 Danmark",4.5,Europæisk,Skandinavisk],,26.0,2.5,"Nyhavn 41, København 1051",1051.0,København K,Europæisk,Europæisk
21,233,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2068898-Reviews-Hyttefadet-Copenhagen_Zealand.html,Hyttefadet,"Nyhavn 25 DK-1051, København 1051 Danmark",4.0,Bar,Europæisk,Skandinavisk,571.0,2.5,"Nyhavn 25 DK-1051, København 1051",1051.0,København K,Bar,Bar
22,361,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2436505-Reviews-Restaurant_Gilleleje-Copenhagen_Zealand.html,Restaurant Gilleleje,"Nyhavn 10, København 1051 Danmark",4.5,Europæisk,Skandinavisk,Dansk,104.0,2.5,"Nyhavn 10, København 1051",1051.0,København K,Europæisk,Europæisk
23,1665,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10815210-Reviews-Nyhavnscafeen-Copenhagen_Zealand.html,Nyhavnscafeen,"Nyhavn 33, København 1051 Danmark",3.5,Bar,Pub,Skandinavisk,46.0,2.5,"Nyhavn 33, København 1051",1051.0,København K,Bar,Bar
24,676,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4608181-Reviews-Cafe_Klods_Hans-Copenhagen_Zealand.html,Cafe Klods Hans,"Nyhavn 13, København 1051 Danmark",4.0,Bar,Europæisk,Pub,60.0,2.5,"Nyhavn 13, København 1051",1051.0,København K,Bar,Bar
25,222,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1889629-Reviews-Heering_Restaurant_and_Bistro-Copenhagen_Zealand.html,Heering Restaurant and Bistro,"Nyhavn 15, København 1051 Danmark",4.0,Europæisk,Skandinavisk,Dansk,771.0,2.5,"Nyhavn 15, København 1051",1051.0,København K,Europæisk,Europæisk
26,1506,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2432014-Reviews-Brasserie_Nyhavn_17-Copenhagen_Zealand.html,Nyhavn 17,"Nyhavn 17, København 1051 Danmark",3.5,Bar,Europæisk,Pub,797.0,2.5,"Nyhavn 17, København 1051",1051.0,København K,Bar,Bar
27,59,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1315995-Reviews-Nyhavns_Faergekro-Copenhagen_Zealand.html,Nyhavns Faergekro,"Nyhavn 5, København 1051 Danmark",4.0,Europæisk,Skandinavisk,Dansk,1073.0,2.5,"Nyhavn 5, København 1051",1051.0,København K,Europæisk,Europæisk
28,643,https://www.tripadvisor.dk/Restaurant_Review-g189541-d11737398-Reviews-Sea_by_Kiin_Kiin-Copenhagen_Zealand.html,Sea by Kiin Kiin,"Nyhavn 71, København 1051 Danmark",3.5,Asiatisk,Thai,Moderne,220.0,2.5,"Nyhavn 71, København 1051",1051.0,København K,Asiatisk,Asiatisk
29,1111,https://www.tripadvisor.dk/Restaurant_Review-g189541-d694958-Reviews-Leonore_Christine-Copenhagen_Zealand.html,Leonore Christine,"Nyhavn 9, København 1051 Danmark",3.5,Fisk og skaldyr,Dansk,Glutenfri retter,74.0,2.5,"Nyhavn 9, København 1051",1051.0,København K,Fisk og skaldyr,Fisk og skaldyr
30,392,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2517655-Reviews-Nyhavn_37-Copenhagen_Zealand.html,Nyhavn 37 Café,"Nyhavn 37, København 1051 Danmark",4.0,Fisk og skaldyr,Europæisk,Skandinavisk,299.0,2.5,"Nyhavn 37, København 1051",1051.0,København K,Fisk og skaldyr,Fisk og skaldyr
31,566,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1894672-Reviews-Pizzeria_Venezia_Nyhavn_31-Copenhagen_Zealand.html,pizzeria Venezia Nyhavn 31,"Nyhavn 31, København 1051 Danmark",3.5,Italiensk,Pizza,Europæisk,350.0,2.5,"Nyhavn 31, København 1051",1051.0,København K,Italiensk,Italiensk
32,515,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3303424-Reviews-McJoy_s_Choice-Copenhagen_Zealand.html,McJoy's Choice,"Nyhavn 47, København 1051 Danmark",3.5,Dansk,Vegetarvenlig],,333.0,2.5,"Nyhavn 47, København 1051",1051.0,København K,Dansk,Skandinavisk
33,139,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10520577-Reviews-Kompasset-Copenhagen_Zealand.html,Kompasset,"Nyhavn 65, København 1051 Danmark",4.5,Europæisk,Skandinavisk,Dansk,304.0,2.5,"Nyhavn 65, København 1051",1051.0,København K,Europæisk,Europæisk
34,503,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4178539-Reviews-Gorm_s_Nyhavn-Copenhagen_Zealand.html,Gorm's Nyhavn,"Nyhavn 14, København 1051 Danmark",3.5,Italiensk,Pizza,Europæisk,332.0,2.5,"Nyhavn 14, København 1051",1051.0,København K,Italiensk,Italiensk
35,601,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2201940-Reviews-Restaurant_Galionen-Copenhagen_Zealand.html,Restaurant Galionen,"Nyhavn 23, København K 1051 Danmark",3.5,Fisk og skaldyr,Europæisk,Skandinavisk,332.0,2.5,"Nyhavn 23, København K 1051",1051.0,København K,Fisk og skaldyr,Fisk og skaldyr
36,1293,https://www.tripadvisor.dk/Restaurant_Review-g189541-d5555968-Reviews-Restaurant_Fyrtoejet-Copenhagen_Zealand.html,Restaurant Fyrtøjet,"Nyhavn 11, København 1051 Danmark",3.5,Europæisk,Skandinavisk,Dansk,318.0,2.5,"Nyhavn 11, København 1051",1051.0,København K,Europæisk,Europæisk
37,403,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2138322-Reviews-Karma_Sushi_Nyhavn-Copenhagen_Zealand.html,Karma Sushi Nyhavn,"Nyhavn 63B, København 1051 Danmark",4.0,Japansk,Sushi,Asiatisk,306.0,2.5,"Nyhavn 63B, København 1051",1051.0,København K,Japansk,Japansk
38,620,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8015665-Reviews-Restaurant_Nyhavn_C-Copenhagen_Zealand.html,Restaurant Nyhavn C,"Nyhavn 33, København 1051 Danmark",3.5,Bar,Europæisk,Skandinavisk,251.0,2.5,"Nyhavn 33, København 1051",1051.0,København K,Bar,Bar
39,1149,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12636986-Reviews-Restaurant_Oranje-Copenhagen_Zealand.html,Restaurant Oranje,"Nyhavn 65A, København 1051 Danmark",4.0,Fisk og skaldyr,Europæisk,Skandinavisk,35.0,2.5,"Nyhavn 65A, København 1051",1051.0,København K,Fisk og skaldyr,Fisk og skaldyr
40,1694,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6350898-Reviews-OL_OG_Grill-Copenhagen_Zealand.html,OL OG Grill,"Nyhavn 43, København 1051 Danmark",3.5,Bar,Europæisk,Pub,42.0,2.5,"Nyhavn 43, København 1051",1051.0,København K,Bar,Bar
41,1761,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8373958-Reviews-Guldmagerens_Cafe-Copenhagen_Zealand.html,Guldmagerens Cafe,"Nyhavn 61, København 1051 Danmark",3.0,Europæisk,Skandinavisk,Dansk,76.0,2.5,"Nyhavn 61, København 1051",1051.0,København K,Europæisk,Europæisk
42,668,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4106272-Reviews-Tango_y_Vinos-Copenhagen_Zealand.html,Tango y Vinos,"Herluf Trolles Gade 9 next to Nyhavn, København 1052 Danmark",4.0,Steakhouse,Fusion,Vinstue,138.0,2.5,"Herluf Trolles Gade 9 next to Nyhavn, København 1052",1052.0,København K,Steakhouse,Steakhouse
43,367,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1115514-Reviews-Cap_Horn-Copenhagen_Zealand.html,Cap Horn,"Nyhavn 21, København 1052 Danmark",4.0,Europæisk,Pub,Gastropub,1516.0,2.5,"Nyhavn 21, København 1052",1052.0,København K,Europæisk,Europæisk
44,1075,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1015529-Reviews-Himalaya_Restaurant-Copenhagen_Zealand.html,Himalaya Restaurant,"Herluf Trolled Gade 5, København 1052 Danmark",4.0,Asiatisk,Tibetansk,Nepalesisk,49.0,2.5,"Herluf Trolled Gade 5, København 1052",1052.0,København K,Asiatisk,Asiatisk
45,544,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4115559-Reviews-Thai_Asia-Copenhagen_Zealand.html,Thai Asien,"Cort Adelers Gade 2, København 1053 Danmark",4.0,Asiatisk,Thai,Vegetarvenlig,86.0,1.0,"Cort Adelers Gade 2, København 1053",1053.0,København K,Asiatisk,Asiatisk
46,907,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10884027-Reviews-Thai_Asien_Take_Away-Copenhagen_Zealand.html,Thai Asien Take Away,"Holbergsgade 22, København 1053 Danmark",4.0,Asiatisk,Thai,Vegetarvenlig,32.0,2.5,"Holbergsgade 22, København 1053",1053.0,København K,Asiatisk,Asiatisk
47,18,https://www.tripadvisor.dk/Restaurant_Review-g189541-d810174-Reviews-Damindra_Restaurant-Copenhagen_Zealand.html,Damindra,"Holbergsgade 26 Copenhagen C, København 1054 Danmark",4.5,Japansk,Sushi,Asiatisk,506.0,4.0,"Holbergsgade 26 Copenhagen C, København 1054",1054.0,København K,Japansk,Japansk
48,1200,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14961724-Reviews-Iluka-Copenhagen_Zealand.html,Iluka,"Peder Skrams Gade 15, København 1054 Danmark",4.0,Fisk og skaldyr,Europæisk,Dansk,36.0,4.0,"Peder Skrams Gade 15, København 1054",1054.0,København K,Fisk og skaldyr,Fisk og skaldyr
49,114,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17823246-Reviews-A_terre-Copenhagen_Zealand.html,à terre,"Tordenskjoldsgade 11, København 1055 Danmark",4.5,Fransk,Fisk og skaldyr,Europæisk,18.0,4.0,"Tordenskjoldsgade 11, København 1055",1055.0,København K,Fransk,Fransk
50,887,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12926577-Reviews-PMY-Copenhagen_Zealand.html,PMY,"Tordenskjoldsgade 11, København 1055 Danmark",4.0,Mexicansk,Peruviansk,Latinamerikansk,67.0,2.5,"Tordenskjoldsgade 11, København 1055",1055.0,København K,Mexicansk,Latinamerikansk
51,302,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7240050-Reviews-Madenitaly-Copenhagen_Zealand.html,Madenitaly,"Holbergsgade 22, st. th Nyhavn, København 1057 Danmark",4.5,Italiensk,Pizza,Europæisk,85.0,1.0,"Holbergsgade 22, st. th Nyhavn, København 1057",1057.0,København K,Italiensk,Italiensk
52,1473,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10636642-Reviews-Selina_Pizza-Copenhagen_Zealand.html,Selina Pizza,"Holbergsgade 26, København 1057 Danmark",3.5,Pizza,Fastfood],,20.0,1.0,"Holbergsgade 26, København 1057",1057.0,København K,Pizza,Fastfood
53,141,https://www.tripadvisor.dk/Restaurant_Review-g189541-d790348-Reviews-Fuego-Copenhagen_Zealand.html,Fuego,"Holbergsgade 14, København 1057 Danmark",4.5,Steakhouse,Latinamerikansk,Argentinsk,724.0,4.0,"Holbergsgade 14, København 1057",1057.0,København K,Steakhouse,Steakhouse
54,0,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14109410-Reviews-Trattoria_L_Alba-Copenhagen_Zealand.html,Trattoria L’Alba,"Holbergsgade 17 Lige Ved Nyhavnsbroen, København 1057 Danmark",4.5,Italiensk,Vegetarvenlig,Veganske retter,214.0,2.5,"Holbergsgade 17 Lige Ved Nyhavnsbroen, København 1057",1057.0,København K,Italiensk,Italiensk
55,156,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2689902-Reviews-Holberg_no_19-Copenhagen_Zealand.html,Holberg no 19,"Holbergsgade 19, København 1057 Danmark",4.5,Café,Europæisk,Vegetarvenlig,181.0,2.5,"Holbergsgade 19, København 1057",1057.0,København K,Café,Café
56,1737,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1115685-Reviews-Dong_Yuan-Copenhagen_Zealand.html,Dong Yuan,"Holbergsgade 17, København 1057 Danmark",3.5,Kinesisk,Asiatisk],,91.0,2.5,"Holbergsgade 17, København 1057",1057.0,København K,Kinesisk,Kinesisk
57,381,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1536334-Reviews-Tony_s-Copenhagen_Zealand.html,Tony's,"Havnegade 47, København 1058 Danmark",4.0,Italiensk,Europæisk,Vegetarvenlig,459.0,2.5,"Havnegade 47, København 1058",1058.0,København K,Italiensk,Italiensk
58,382,https://www.tripadvisor.dk/Restaurant_Review-g189541-d5041862-Reviews-Almanak_The_Standard-Copenhagen_Zealand.html,Almanak - The Standard,"Havnegade 44, København 1058 Danmark",4.0,Europæisk,Skandinavisk,Dansk,820.0,2.5,"Havnegade 44, København 1058",1058.0,København K,Europæisk,Europæisk
59,308,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1051148-Reviews-Restaurant_Sahil-Copenhagen_Zealand.html,Restaurant Sahil,"Havnegade 33, København 1058 Danmark",4.0,Indisk,Asiatisk,Pakistansk,227.0,2.5,"Havnegade 33, København 1058",1058.0,København K,Indisk,Indisk
60,1180,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7235442-Reviews-Den_Vandrette-Copenhagen_Zealand.html,Den Vandrette,"Havnegade 53A, København 1058 Danmark",4.0,Europæisk,Vinstue,Vegetarvenlig,62.0,2.5,"Havnegade 53A, København 1058",1058.0,København K,Europæisk,Europæisk
61,964,https://www.tripadvisor.dk/Restaurant_Review-g189541-d15132917-Reviews-Mission_Cph-Copenhagen_Zealand.html,Mission Cph,"Havnegade 44, København 1058 Danmark",4.0,Amerikansk,Middelhavsområdet,Europæisk,44.0,2.5,"Havnegade 44, København 1058",1058.0,København K,Amerikansk,Amerikansk
62,44,https://www.tripadvisor.dk/Restaurant_Review-g189541-d5049441-Reviews-Studio_The_Standard-Copenhagen_Zealand.html,Studio - The Standard,"Havnegade 44, København 1058 Danmark",4.5,Europæisk,Skandinavisk,Dansk,464.0,4.0,"Havnegade 44, København 1058",1058.0,København K,Europæisk,Europæisk
63,732,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3320860-Reviews-El_Cava-Copenhagen_Zealand.html,El Cava,"Ved Stranden 16, København 1061 Danmark",4.0,Europæisk,Spansk,Gastropub,51.0,2.5,"Ved Stranden 16, København 1061",1061.0,København K,Europæisk,Europæisk
64,146,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3670836-Reviews-Ved_Stranden_10-Copenhagen_Zealand.html,Ved Stranden 10,"Ved Stranden 10, København 1061 Danmark",4.5,Europæisk,Vinstue],,171.0,2.5,"Ved Stranden 10, København 1061",1061.0,København K,Europæisk,Europæisk
65,1740,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6116882-Reviews-Condesa_Bar_Spiseri-Copenhagen_Zealand.html,Condesa Bar & Spiseri,"Ved Stranden 18, København 1061 Danmark",3.5,Mexicansk,Latinamerikansk,Bar,66.0,2.5,"Ved Stranden 18, København 1061",1061.0,København K,Mexicansk,Latinamerikansk
66,235,https://www.tripadvisor.dk/Restaurant_Review-g189541-d793806-Reviews-Gitte_Kik-Copenhagen_Zealand.html,Gitte Kik,"Fortunstraede 4, København 1065 Danmark",4.0,Skandinavisk,Dansk],,302.0,2.5,"Fortunstraede 4, København 1065",1065.0,København K,Skandinavisk,Skandinavisk
67,87,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8153427-Reviews-KoD_Copenhagen-Copenhagen_Zealand.html,KöD København,"Admiralgade 25, København 1066 Danmark",4.5,Steakhouse,Grillmad,Europæisk,1112.0,2.5,"Admiralgade 25, København 1066",1066.0,København K,Steakhouse,Steakhouse
68,161,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2538188-Reviews-Restaurant_Maven-Copenhagen_Zealand.html,Restaurant Maven,"Nikolaj Plads 10, København 1067 Danmark",4.5,Europæisk,Skandinavisk,Dansk,787.0,2.5,"Nikolaj Plads 10, København 1067",1067.0,København K,Europæisk,Europæisk
69,813,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8064491-Reviews-Bar_25-Copenhagen_Zealand.html,Bar 25,"Nikolaj Plads 25, København 1067 Danmark",4.5,Bar],,,41.0,2.5,"Nikolaj Plads 25, København 1067",1067.0,København K,Bar,Bar
70,250,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7934194-Reviews-Restaurant_Wilhelm-Copenhagen_Zealand.html,Restaurant Wilhelm,"Nikolajgade 18, København 1068 Danmark",4.5,Italiensk,Svensk,Skandinavisk,77.0,2.5,"Nikolajgade 18, København 1068",1068.0,København K,Italiensk,Italiensk
71,1306,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7707379-Reviews-Cava_Bar_Mar_y_Montana-Copenhagen_Zealand.html,Cava Bar Mar y Montana,"Nikolajgade 18, København 1068 Danmark",4.0,Grillmad,Europæisk,Spansk,21.0,2.5,"Nikolajgade 18, København 1068",1068.0,København K,Grillmad,Amerikansk
72,1647,https://www.tripadvisor.dk/Restaurant_Review-g189541-d19732371-Reviews-Cafe_Vivaldi_Bremerholm-Copenhagen_Zealand.html,Café Vivaldi,"Bremerholm 1, København 1069 Danmark",3.5,Café,Europæisk,Dansk,17.0,2.5,"Bremerholm 1, København 1069",1069.0,København K,Café,Café
73,619,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14124935-Reviews-Roxie-Copenhagen_Zealand.html,Roxie,"Bremerholm 6, København 1069 Danmark",4.0,Europæisk,Skandinavisk,Dansk,68.0,4.0,"Bremerholm 6, København 1069",1069.0,København K,Europæisk,Europæisk
74,852,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17807176-Reviews-Vingaarden_Enoteca_E_Pizzeria-Copenhagen_Zealand.html,Vingaarden Enoteca E Pizzeria,"Vingårdstræde 21, København 1070 Danmark",4.5,Italiensk,Pizza],,18.0,2.5,"Vingårdstræde 21, København 1070",1070.0,København K,Italiensk,Italiensk
75,46,https://www.tripadvisor.dk/Restaurant_Review-g189541-d802245-Reviews-Kong_Hans_Kaelder-Copenhagen_Zealand.html,Kong Hans Kaelder,"Vingaardstraede 6, København 1070 Danmark",4.5,Fransk,Europæisk,Skandinavisk,299.0,4.0,"Vingaardstraede 6, København 1070",1070.0,København K,Fransk,Fransk
76,720,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17227778-Reviews-Cholon_by_Lam_Le-Copenhagen_Zealand.html,Cholon by Lâm Lê,"Vingårdstræde 21, København 1070 Danmark",5.0,Café,Fastfood,Asiatisk,22.0,2.5,"Vingårdstræde 21, København 1070",1070.0,København K,Café,Café
77,1126,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2264881-Reviews-Toga_Vinstue-Copenhagen_Zealand.html,Toga Vinstue,"Store Kirkestraede 3, København 1073 Danmark",4.0,Dansk],,,37.0,2.5,"Store Kirkestraede 3, København 1073",1073.0,København K,Dansk,Skandinavisk
78,176,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6556480-Reviews-Llama_Restaurante_Bar-Copenhagen_Zealand.html,Llama Restaurante & Bar,"Lille Kongensgade 14, København 1074 Danmark",4.0,Peruviansk,Latinamerikansk,Sydamerikansk,718.0,2.5,"Lille Kongensgade 14, København 1074",1074.0,København K,Peruviansk,Latinamerikansk
79,253,https://www.tripadvisor.dk/Restaurant_Review-g189541-d785234-Reviews-Restaurant_Skindbuksen-Copenhagen_Zealand.html,Restaurant Skindbuksen,"Lille Kongensgade 4, København 1074 Danmark",4.0,Europæisk,Skandinavisk,Dansk,578.0,2.5,"Lille Kongensgade 4, København 1074",1074.0,København K,Europæisk,Europæisk
80,1607,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8531701-Reviews-Brasserie_du_Nord-Copenhagen_Zealand.html,Brasserie du Nord,"Kongens Nytorv 13 Magasin, København 1095 Danmark",3.5,Europæisk,Dansk],,24.0,2.5,"Kongens Nytorv 13 Magasin, København 1095",1095.0,København K,Europæisk,Europæisk
81,1091,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14598030-Reviews-Classic_Pizza_Magasin-Copenhagen_Zealand.html,Classic Pizza Magasin,"Kongens Nytorv 13 Magasin, 5th Floor, København 1095 Danmark",4.5,Pizza,Vinstue],,16.0,2.5,"Kongens Nytorv 13 Magasin, 5th Floor, København 1095",1095.0,København K,Pizza,Fastfood
