,Unnamed: 0,links,rest_name,rest_location,rest_rating_aggr,rest_cuisine,rest_cuisine_2,rest_cuisine_3,rest_no_review,rest_price_cat,post1,post2,area,rest1,rest2
507,167,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3454699-Reviews-Sticks_n_Sushi-Copenhagen_Zealand.html,Sticks'n'Sushi,"Arni Magnussons Gade 2, København 1577 Danmark",4.5,Japansk,Sushi,Asiatisk,1156.0,2.5,"Arni Magnussons Gade 2, København 1577",1577.0,København V,Japansk,Japansk
508,223,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13368448-Reviews-Sticks_n_Sushi-Copenhagen_Zealand.html,Sticks’n’Sushi,"Bernstorffsgade 3, København 1577 Danmark",4.5,Japansk,Sushi,Asiatisk,103.0,2.5,"Bernstorffsgade 3, København 1577",1577.0,København V,Japansk,Japansk
509,346,https://www.tripadvisor.dk/Restaurant_Review-g189541-d694970-Reviews-Nimb_Brasserie-Copenhagen_Zealand.html,Nimb Brasserie,"Bernstorffsgade 5, København 1577 Danmark",4.0,Europæisk,Skandinavisk,Dansk,905.0,4.0,"Bernstorffsgade 5, København 1577",1577.0,København V,Europæisk,Europæisk
510,1001,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8699274-Reviews-The_Grill-Copenhagen_Zealand.html,The Grill,"Vester Soegade 6, København 1601 Danmark",3.5,Grillmad,Europæisk,Moderne,62.0,2.5,"Vester Soegade 6, København 1601",1601.0,København V,Grillmad,Amerikansk
511,1112,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12434253-Reviews-Restaurant_Flammen_Nyropsgade-Copenhagen_Zealand.html,Restaurant Flammen København Nyropsgade,"Nyropsgade 2, København 1602 Danmark",3.5,Grillmad,Grill,Moderne,75.0,2.5,"Nyropsgade 2, København 1602",1602.0,København V,Grillmad,Amerikansk
512,633,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10359625-Reviews-Spaghetteria-Copenhagen_Zealand.html,Spaghetteria,"Vester Farimagsgade 2, København 1606 Danmark",4.0,Italiensk,Middelhavsområdet,Europæisk,73.0,2.5,"Vester Farimagsgade 2, København 1606",1606.0,København V,Italiensk,Italiensk
513,152,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1015032-Reviews-Il_Grappolo_Blu-Copenhagen_Zealand.html,Il Grappolo Blu,"Vester Farimagsgade 35-37, København 1606 Danmark",4.5,Italiensk,Middelhavsområdet,Europæisk,218.0,4.0,"Vester Farimagsgade 35-37, København 1606",1606.0,København V,Italiensk,Italiensk
514,178,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8496317-Reviews-Pho_Hanoi-Copenhagen_Zealand.html,Pho Hanoi,"Vester Farimagsgade 6, København 1606 Danmark",4.0,Asiatisk,Vietnamesisk,Vegetarvenlig,314.0,1.0,"Vester Farimagsgade 6, København 1606",1606.0,København V,Asiatisk,Asiatisk
515,356,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3442422-Reviews-Ristorante_L_Appetito-Copenhagen_Zealand.html,Ristorante L’Appetito,"Vester Farimagsgade 9, København 1606 Danmark",4.0,Italiensk,Middelhavsområdet,Europæisk,332.0,2.5,"Vester Farimagsgade 9, København 1606",1606.0,København V,Italiensk,Italiensk
516,436,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7345551-Reviews-GURU-Copenhagen_Zealand.html,GURU,"Jernbanegade 3 København V, København 1608 Danmark",4.0,Indisk,Asiatisk,Moderne,853.0,2.5,"Jernbanegade 3 København V, København 1608",1608.0,København V,Indisk,Indisk
517,514,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7892477-Reviews-Tapas_Huset_Casa_Lola-Copenhagen_Zealand.html,Tapas Huset,"Jernbanegade 4 Radhuspladsen, København 1608 Danmark",3.5,Middelhavsområdet,Europæisk,Spansk,424.0,2.5,"Jernbanegade 4 Radhuspladsen, København 1608",1608.0,København V,Middelhavsområdet,Middelhavsområdet
518,495,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12945679-Reviews-Restaurant_Trio-Copenhagen_Zealand.html,Restaurant Trio,"Jernbanegade 11, København 1608 Danmark",4.0,Fransk,Middelhavsområdet,Europæisk,160.0,4.0,"Jernbanegade 11, København 1608",1608.0,København V,Fransk,Fransk
519,968,https://www.tripadvisor.dk/Restaurant_Review-g189541-d16824193-Reviews-Empire_Copenhagen-Copenhagen_Zealand.html,Empire Copenhagen,"Jernbanegade 4, København 1608 Danmark",4.0,International,Europæisk,Asiatisk,77.0,2.5,"Jernbanegade 4, København 1608",1608.0,København V,International,International
520,135,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6673415-Reviews-Restaurant_U_Formel-Copenhagen_Zealand.html,Restaurant U Formel,"Studiestraede 69, København 1609 Danmark",4.5,Europæisk,Skandinavisk,Dansk,526.0,4.0,"Studiestraede 69, København 1609",1609.0,København V,Europæisk,Europæisk
521,262,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1012765-Reviews-Axelborg_Bodega-Copenhagen_Zealand.html,Axelborg Bodega,"Axeltorv 1, København 1609 Danmark",4.0,Bar,Europæisk,Pub,310.0,2.5,"Axeltorv 1, København 1609",1609.0,København V,Bar,Bar
522,336,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12179106-Reviews-Bastards-Copenhagen_Zealand.html,Bastards,"Axeltorv 6, København 1609 Danmark",4.5,Europæisk,Moderne,Skandinavisk,182.0,2.5,"Axeltorv 6, København 1609",1609.0,København V,Europæisk,Europæisk
523,1250,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1837404-Reviews-Jensens_Boefhus_Copenhagen_Axeltorv-Copenhagen_Zealand.html,Jensens Bøfhus København (Axeltorv),"Axeltorv 6, København 1609 Danmark",3.0,Steakhouse,Grillmad,Europæisk,364.0,2.5,"Axeltorv 6, København 1609",1609.0,København V,Steakhouse,Steakhouse
524,464,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10292470-Reviews-Co_ma_Bistro-Copenhagen_Zealand.html,Co-ma Bistro,"Axeltorv 8 DK, København 1609 Danmark",4.0,Bar,Pizza,Sund,121.0,2.5,"Axeltorv 8 DK, København 1609",1609.0,København V,Bar,Bar
525,521,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13957436-Reviews-Dalle_Valle-Copenhagen_Zealand.html,Dalle Valle,"Axeltorv 4, København 1609 Danmark",4.0,Amerikansk,Europæisk,Dansk,92.0,1.0,"Axeltorv 4, København 1609",1609.0,København V,Amerikansk,Amerikansk
526,357,https://www.tripadvisor.dk/Restaurant_Review-g806262-d983550-Reviews-Carne_Famo-Frederiksberg_Copenhagen_Zealand.html,Carne Famo,"Gammel Kongevej 51, Frederiksberg, København 1610 Danmark",4.0,Italiensk,Europæisk,Vegetarvenlig,219.0,2.5,"Gammel Kongevej 51, Frederiksberg, København 1610",1610.0,København V,Italiensk,Italiensk
527,936,https://www.tripadvisor.dk/Restaurant_Review-g189541-d11772660-Reviews-Mangia_Bar_Ristorante-Copenhagen_Zealand.html,Mangia Bar & Ristorante,"Bagerstraede 9, København 1610 Danmark",4.0,Italiensk,Europæisk,Vegetarvenlig,67.0,2.5,"Bagerstraede 9, København 1610",1610.0,København V,Italiensk,Italiensk
528,847,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17791839-Reviews-Kerne_Pavillonen-Copenhagen_Zealand.html,Kerne Pavillonen,"Gammel Kongevej 10, København 1610 Danmark",5.0,Europæisk,Moderne,Sund,14.0,2.5,"Gammel Kongevej 10, København 1610",1610.0,København V,Europæisk,Europæisk
529,522,https://www.tripadvisor.dk/Restaurant_Review-g189541-d796843-Reviews-Teaterkaelderen-Copenhagen_Zealand.html,Teaterkaelderen,"1610 Koebenhavn V Gammel Kongevej 29, København 1610 Danmark",4.0,Europæisk,Dansk,Vegetarvenlig,93.0,2.5,"1610 Koebenhavn V Gammel Kongevej 29, København 1610",1610.0,København V,Europæisk,Europæisk
530,187,https://www.tripadvisor.dk/Restaurant_Review-g189541-d5894324-Reviews-Da_Salvo-Copenhagen_Zealand.html,Da Salvo,"Gammel Kongevej 41 Frederiksberg, København 1610 Danmark",4.5,Italiensk,Pizza,Middelhavsområdet,305.0,2.5,"Gammel Kongevej 41 Frederiksberg, København 1610",1610.0,København V,Italiensk,Italiensk
531,1675,https://www.tripadvisor.dk/Restaurant_Review-g189541-d9697107-Reviews-Altanen-Copenhagen_Zealand.html,Altanen,"Gammel Kongevej 19, København 1610 Danmark",4.5,Europæisk,Skandinavisk],,6.0,0.0,"Gammel Kongevej 19, København 1610",1610.0,København V,Europæisk,Europæisk
532,317,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1471530-Reviews-Restaurant_Fridas-Copenhagen_Zealand.html,Restaurant Fridas,"Gammel Kongevej 5, København 1610 Danmark",4.0,Europæisk,Skandinavisk,Dansk,324.0,2.5,"Gammel Kongevej 5, København 1610",1610.0,København V,Europæisk,Europæisk
533,629,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7697923-Reviews-Kennedy_s_Irish_Bar-Copenhagen_Zealand.html,Kennedy's Irish Bar,"Gammel Kongevej 23, København 1610 Danmark",4.5,Irsk,Pub],,37.0,2.5,"Gammel Kongevej 23, København 1610",1610.0,København V,Irsk,Europæisk
534,79,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4187387-Reviews-Chez_Bruno-Copenhagen_Zealand.html,Chez Bruno,"Gammel Kongevej 27, St, København 1610 Danmark",4.5,Fransk,Europæisk,Vegetarvenlig,412.0,2.5,"Gammel Kongevej 27, St, København 1610",1610.0,København V,Fransk,Fransk
535,466,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12694739-Reviews-Cafe_Royal-Copenhagen_Zealand.html,Café Royal,"Hammerichsgade 1, København 1611 Danmark",4.5,International,Europæisk,Grill,70.0,2.5,"Hammerichsgade 1, København 1611",1611.0,København V,International,International
536,247,https://www.tripadvisor.dk/Restaurant_Review-g189541-d5946640-Reviews-Retour_Vesterbro-Copenhagen_Zealand.html,Retour Vesterbro,"Trommesalen 5, København 1614 Danmark",4.0,Steakhouse,Europæisk,Dansk,288.0,2.5,"Trommesalen 5, København 1614",1614.0,København V,Steakhouse,Steakhouse
537,1252,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6674957-Reviews-Issa-Copenhagen_Zealand.html,Issa,"Skt. Joergens Alle 6, København 1615 Danmark",4.0,Japansk,Asiatisk,Vegetarvenlig,60.0,2.5,"Skt. Joergens Alle 6, København 1615",1615.0,København V,Japansk,Japansk
538,331,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3163312-Reviews-Lundgren_V_I_P_Bagerstraede-Copenhagen_Zealand.html,Lundgren V.I.P. Bagerstraede,"Bagerstræde 6, København 1617 Danmark",4.0,Middelhavsområdet,Europæisk,Spansk,290.0,2.5,"Bagerstræde 6, København 1617",1617.0,København V,Middelhavsområdet,Middelhavsområdet
539,1560,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14049293-Reviews-Osterberg_Ice_Cream-Copenhagen_Zealand.html,Østerberg Ice Cream,"Tullinsgade 25, København 1618 Danmark",5.0,Café],,,7.0,2.5,"Tullinsgade 25, København 1618",1618.0,København V,Café,Café
540,379,https://www.tripadvisor.dk/Restaurant_Review-g189541-d694959-Reviews-Les_Trois_Cochons-Copenhagen_Zealand.html,Les Trois Cochons,"Vaernedamsvej 10, København 1619 Danmark",4.0,Fransk,Vegetarvenlig,Glutenfri retter,477.0,2.5,"Vaernedamsvej 10, København 1619",1619.0,København V,Fransk,Fransk
541,1488,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12988366-Reviews-Hanzo-Copenhagen_Zealand.html,Hanzo,"Værnedamsvej 14, København 1619 Danmark",4.0,Asiatisk],,,14.0,2.5,"Værnedamsvej 14, København 1619",1619.0,København V,Asiatisk,Asiatisk
542,516,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1192435-Reviews-Falernum-Copenhagen_Zealand.html,Falernum,"Vaernedamsvej 16, København 1619 Danmark",4.0,Europæisk,Vinstue],,129.0,2.5,"Vaernedamsvej 16, København 1619",1619.0,København V,Europæisk,Europæisk
543,1658,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2436782-Reviews-Letz_Sushi_Vesterbro-Copenhagen_Zealand.html,LETZ SUSHI VESTERBRO,"Vaernedamsvej 8, København 1619 Danmark",4.0,Japansk,Fisk og skaldyr,Sushi,22.0,2.5,"Vaernedamsvej 8, København 1619",1619.0,København V,Japansk,Japansk
544,769,https://www.tripadvisor.dk/Restaurant_Review-g189541-d967416-Reviews-Lele_Street_Kitchen-Copenhagen_Zealand.html,LêLê Street Kitchen // Vesterbro,"Vesterbrogade 40, København 1620 Danmark",3.5,Asiatisk,Vietnamesisk,Vegetarvenlig,190.0,2.5,"Vesterbrogade 40, København 1620",1620.0,København V,Asiatisk,Asiatisk
545,276,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3137048-Reviews-Madklubben_Vesterbro-Copenhagen_Zealand.html,Madklubben Vesterbro,"Vesterbrogade 62, København 1620 Danmark",4.0,Europæisk,Skandinavisk,Dansk,1134.0,2.5,"Vesterbrogade 62, København 1620",1620.0,København V,Europæisk,Europæisk
546,1451,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1783979-Reviews-Cafe_Trold-Copenhagen_Zealand.html,Café Trold,"Vesterbrogade 53, København 1620 Danmark",3.5,Bar,Café,Europæisk,296.0,2.5,"Vesterbrogade 53, København 1620",1620.0,København V,Bar,Bar
547,520,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2338291-Reviews-Bonjour_Vietnam-Copenhagen_Zealand.html,Bonjour Vietnam,"Vesterbrogade 44, København 1620 Danmark",4.0,Asiatisk,Grill,Vietnamesisk,409.0,2.5,"Vesterbrogade 44, København 1620",1620.0,København V,Asiatisk,Asiatisk
548,1095,https://www.tripadvisor.dk/Restaurant_Review-g189541-d15424488-Reviews-Cafe_Parallel-Copenhagen_Zealand.html,Café Parallel,"Vesterbrogade 122a, København 1620 Danmark",5.0,Moderne],,,9.0,0.0,"Vesterbrogade 122a, København 1620",1620.0,København V,Moderne,Moderne
549,780,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17570848-Reviews-Grod-Copenhagen_Zealand.html,Grød,"Vesterbrogade 105b, København 1620 Danmark",5.0,Europæisk,Skandinavisk,Dansk,15.0,1.0,"Vesterbrogade 105b, København 1620",1620.0,København V,Europæisk,Europæisk
550,85,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10021446-Reviews-KoD_Vesterbro-Copenhagen_Zealand.html,KöD Vesterbro,"Vesterbrogade 33, København 1620 Danmark",4.5,Steakhouse,Grillmad,Europæisk,926.0,2.5,"Vesterbrogade 33, København 1620",1620.0,København V,Steakhouse,Steakhouse
551,790,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13322608-Reviews-Kanagawa_Sushi-Copenhagen_Zealand.html,Kanagawa Sushi,"Vesterbrogade 89, København 1620 Danmark",4.5,Japansk,Sushi,Asiatisk,44.0,2.5,"Vesterbrogade 89, København 1620",1620.0,København V,Japansk,Japansk
552,299,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1050144-Reviews-Al_Diwan-Copenhagen_Zealand.html,Al-Diwan,"Vesterbrogade 94, København 1620 Danmark",4.0,Indisk,Asiatisk,Pakistansk,197.0,2.5,"Vesterbrogade 94, København 1620",1620.0,København V,Indisk,Indisk
553,1387,https://www.tripadvisor.dk/Restaurant_Review-g189541-d15046278-Reviews-Bj_s_Original_Burger_Joint-Copenhagen_Zealand.html,Bj´s Original Burger Joint,"Vesterbrogade 122 Kld. th, København 1620 Danmark",5.0,Amerikansk,Europæisk,Dansk,6.0,1.0,"Vesterbrogade 122 Kld. th, København 1620",1620.0,København V,Amerikansk,Amerikansk
554,1127,https://www.tripadvisor.dk/Restaurant_Review-g189541-d947480-Reviews-Fontana_Di_Trevi-Copenhagen_Zealand.html,Fontana Di Trevi,"Vesterbrogade 87, København 1620 Danmark",4.0,Italiensk,Pizza,Middelhavsområdet,28.0,2.5,"Vesterbrogade 87, København 1620",1620.0,København V,Italiensk,Italiensk
555,1392,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12594241-Reviews-Guilty_Copenhagen-Copenhagen_Zealand.html,Guilty Copenhagen,"Vesterbrogade 97 Westmarket, København 1620 Danmark",5.0,Café],,,7.0,2.5,"Vesterbrogade 97 Westmarket, København 1620",1620.0,København V,Café,Café
556,465,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8677108-Reviews-Halifax_Vesterbrogade-Copenhagen_Zealand.html,Halifax Vesterbrogade,"Vesterbrogade 72, København 1620 Danmark",4.0,Amerikansk,Fastfood,Spisested,84.0,2.5,"Vesterbrogade 72, København 1620",1620.0,København V,Amerikansk,Amerikansk
557,1,https://www.tripadvisor.dk/Restaurant_Review-g189541-d19608198-Reviews-Maple_Casual_Dining-Copenhagen_Zealand.html,Maple Casual Dining,"Vesterbrogade 24, København 1620 Danmark",5.0,International,Europæisk,Vegetarvenlig,192.0,2.5,"Vesterbrogade 24, København 1620",1620.0,København V,International,International
558,1136,https://www.tripadvisor.dk/Restaurant_Review-g189541-d9751134-Reviews-Cafe_Phenix-Copenhagen_Zealand.html,Cafe Phenix,"Vesterbrogade 55A, København 1620 Danmark",4.0,Europæisk,Vegetarvenlig],,49.0,2.5,"Vesterbrogade 55A, København 1620",1620.0,København V,Europæisk,Europæisk
559,1345,https://www.tripadvisor.dk/Restaurant_Review-g189541-d11686762-Reviews-Bryggeriet_Apollo-Copenhagen_Zealand.html,Bryggeriet Apollo,"Vesterbrogade 3, København 1620 Danmark",3.5,Steakhouse,Europæisk],,89.0,2.5,"Vesterbrogade 3, København 1620",1620.0,København V,Steakhouse,Steakhouse
560,811,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12871091-Reviews-Grillen_Burgerbar_Vesterbro-Copenhagen_Zealand.html,Grillen Burgerbar,"Vesterbrogade 41, København 1620 Danmark",4.0,Amerikansk,Bar,Fastfood,54.0,2.5,"Vesterbrogade 41, København 1620",1620.0,København V,Amerikansk,Amerikansk
561,98,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3967426-Reviews-Pony-Copenhagen_Zealand.html,Pony,"Vesterbrogade 135, København 1620 Danmark",4.5,Europæisk,Skandinavisk,Dansk,284.0,4.0,"Vesterbrogade 135, København 1620",1620.0,København V,Europæisk,Europæisk
562,874,https://www.tripadvisor.dk/Restaurant_Review-g189541-d19414779-Reviews-Flexitar-Copenhagen_Zealand.html,Flexitar,"vesterbrogade 30, København 1620 Danmark",5.0,Indisk,Europæisk,Asiatisk,12.0,2.5,"vesterbrogade 30, København 1620",1620.0,København V,Indisk,Indisk
563,448,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13120492-Reviews-Hot_Pot_Republic-Copenhagen_Zealand.html,Hot Pot Republic,"Vesterbrogade 146, København 1620 Danmark",4.0,Japansk,Asiatisk,Koreansk,113.0,2.5,"Vesterbrogade 146, København 1620",1620.0,København V,Japansk,Japansk
564,881,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7289009-Reviews-Restaurant_Ankara-Copenhagen_Zealand.html,Restaurant Ankara,"Vesterbrogade 96, København 1620 Danmark",4.0,Tyrkisk,Mellemøstlig,Vegetarvenlig,68.0,1.0,"Vesterbrogade 96, København 1620",1620.0,København V,Tyrkisk,Middelhavsområdet
565,1108,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7023261-Reviews-Graesk_Smag-Copenhagen_Zealand.html,Graesk Smag,"Vesterbrogade 109, København 1620 Danmark",4.5,Café,Middelhavsområdet,Græsk,21.0,1.0,"Vesterbrogade 109, København 1620",1620.0,København V,Café,Café
566,5,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8852652-Reviews-Smagsloeget_Vesterbro-Copenhagen_Zealand.html,Smagsløget (Vesterbro),"Vesterbrogade 19 Kobenhavn V, København 1620 Danmark",5.0,Fastfood,International,Fusion,430.0,1.0,"Vesterbrogade 19 Kobenhavn V, København 1620",1620.0,København V,Fastfood,Fastfood
567,454,https://www.tripadvisor.dk/Restaurant_Review-g189541-d711862-Reviews-Restaurant_LeLe-Copenhagen_Zealand.html,Restaurant LêLê,"Vesterbrogade 40, København 1620 Danmark",3.5,Asiatisk,Moderne,Vietnamesisk,498.0,2.5,"Vesterbrogade 40, København 1620",1620.0,København V,Asiatisk,Asiatisk
568,766,https://www.tripadvisor.dk/Restaurant_Review-g189541-d794847-Reviews-Restaurant_Tokyo-Copenhagen_Zealand.html,Restaurant Tokyo,"Vesterbrogade 77, København 1620 Danmark",4.0,Japansk,Sushi,Asiatisk,93.0,2.5,"Vesterbrogade 77, København 1620",1620.0,København V,Japansk,Japansk
569,1030,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12789171-Reviews-Kiin_Kiin_Street_at_WestMarket-Copenhagen_Zealand.html,Kiin Kiin Street at WestMarket,"WestMarket, Vesterbrogade 97, København 1620 Danmark",4.5,Asiatisk,Thai],,19.0,1.0,"WestMarket, Vesterbrogade 97, København 1620",1620.0,København V,Asiatisk,Asiatisk
570,632,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2148737-Reviews-Comfort_Hotel_Vesterbro-Copenhagen_Zealand.html,Comfort Hotel Vesterbro,"Vesterbrogade 23/29, København 1620 Danmark",3.5,Europæisk],,,148.0,2.5,"Vesterbrogade 23/29, København 1620",1620.0,København V,Europæisk,Europæisk
571,1695,https://www.tripadvisor.dk/Restaurant_Review-g189541-d19799925-Reviews-Le_Caviste-Copenhagen_Zealand.html,Le Caviste,"Vesterbrogade 129, København 1620 Danmark",4.0,Fransk],,,6.0,2.5,"Vesterbrogade 129, København 1620",1620.0,København V,Fransk,Fransk
572,1056,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7076163-Reviews-La_Vecchia_Italia-Copenhagen_Zealand.html,La Vecchia Italia,"Vesterbrogade 3 Tivoli, København 1620 Danmark",3.5,Italiensk,Pizza,Middelhavsområdet,151.0,2.5,"Vesterbrogade 3 Tivoli, København 1620",1620.0,København V,Italiensk,Italiensk
573,956,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3559570-Reviews-Streckers-Copenhagen_Zealand.html,Streckers,"Vesterbrogade 2B, København 1620 Danmark",3.5,Bar,Pub],,114.0,2.5,"Vesterbrogade 2B, København 1620",1620.0,København V,Bar,Bar
574,354,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12178953-Reviews-Ris8-Copenhagen_Zealand.html,Ris8,"Vesterbrogade 97, København 1620 Danmark",4.5,Italiensk,Europæisk,Vegetarvenlig,66.0,2.5,"Vesterbrogade 97, København 1620",1620.0,København V,Italiensk,Italiensk
575,1529,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1484314-Reviews-Mamma_Mokka_extra-Copenhagen_Zealand.html,Mamma Mokka extra,"Tivoli Gardens, København 1620 Danmark",4.0,Bar,Café,Pub,21.0,2.5,"Tivoli Gardens, København 1620",1620.0,København V,Bar,Bar
576,1530,https://www.tripadvisor.dk/Restaurant_Review-g189541-d803417-Reviews-Hing_s_sushi-Copenhagen_Zealand.html,hing's sushi,"Vesterbrogade 146, København 1620 Danmark",4.0,Kinesisk,Japansk,Sushi,23.0,2.5,"Vesterbrogade 146, København 1620",1620.0,København V,Kinesisk,Kinesisk
577,689,https://www.tripadvisor.dk/Restaurant_Review-g189541-d737184-Reviews-A_Hereford_Beefstouw-Copenhagen_Zealand.html,A Hereford Beefstouw Tivoli,"Vesterbrogade 3 Kobenhavn, København 1620 Danmark",3.5,Steakhouse,Europæisk,Dansk,1277.0,2.5,"Vesterbrogade 3 Kobenhavn, København 1620",1620.0,København V,Steakhouse,Steakhouse
578,584,https://www.tripadvisor.dk/Restaurant_Review-g189541-d739440-Reviews-Ankara-Copenhagen_Zealand.html,Ankara,"Vesterbrogade 35, København 1620 Danmark",3.5,Tyrkisk,Mellemøstlig,Vegetarvenlig,328.0,1.0,"Vesterbrogade 35, København 1620",1620.0,København V,Tyrkisk,Middelhavsområdet
579,948,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14097967-Reviews-Moi-Copenhagen_Zealand.html,Moi,"Vesterbrogade 42, København 1620 Danmark",4.5,International,Asiatisk,Koreansk,25.0,2.5,"Vesterbrogade 42, København 1620",1620.0,København V,International,International
580,1247,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12558214-Reviews-El_Patron_Tacos_By_Armando-Copenhagen_Zealand.html,"El Patrón, Tacos By Armando","Vesterbrogade 97, København 1620 Danmark",4.5,Mexicansk],,,14.0,1.0,"Vesterbrogade 97, København 1620",1620.0,København V,Mexicansk,Latinamerikansk
581,372,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1098090-Reviews-Restaurant_Groften-Copenhagen_Zealand.html,Restaurant Grøften,"Vesterbrogade 3 Tivoli, København 1620 Danmark",4.0,Europæisk,Skandinavisk,Dansk,1026.0,2.5,"Vesterbrogade 3 Tivoli, København 1620",1620.0,København V,Europæisk,Europæisk
582,975,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13384302-Reviews-Izumi_Vesterbro-Copenhagen_Zealand.html,Izumi Vesterbro,"Vesterbrogade 120, København 1620 Danmark",4.5,Japansk,Fisk og skaldyr,Sushi,15.0,2.5,"Vesterbrogade 120, København 1620",1620.0,København V,Japansk,Japansk
583,976,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13809902-Reviews-Leo_s_Pizza-Copenhagen_Zealand.html,Leo’s Pizza,"Vesterbrogade 112, København 1620 Danmark",4.5,Italiensk,Pizza,Vegetarvenlig,23.0,1.0,"Vesterbrogade 112, København 1620",1620.0,København V,Italiensk,Italiensk
584,680,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13384339-Reviews-Restaurant_Ibu-Copenhagen_Zealand.html,Restaurant Ibu,"Vesterbrogade, København 1620 Danmark",4.5,Asiatisk,Singaporeansk,Malaysisk,58.0,2.5,"Vesterbrogade, København 1620",1620.0,København V,Asiatisk,Asiatisk
585,231,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3470320-Reviews-Spuntino-Copenhagen_Zealand.html,Spuntino,"Vesterbrogade 68, København 1620 Danmark",4.0,Italiensk,Vegetarvenlig,Veganske retter,296.0,2.5,"Vesterbrogade 68, København 1620",1620.0,København V,Italiensk,Italiensk
586,374,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7361083-Reviews-Lidkoeb-Copenhagen_Zealand.html,Lidkoeb,"Vesterbrogade 72B, København 1620 Danmark",4.5,Bar],,,94.0,2.5,"Vesterbrogade 72B, København 1620",1620.0,København V,Bar,Bar
587,1615,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17709162-Reviews-Mint_By_India_Royale-Copenhagen_Zealand.html,Mint By India Royale,"Vesterbrogade 39, København 1620 Danmark",4.0,Indisk,Vegetarvenlig,Veganske retter,45.0,2.5,"Vesterbrogade 39, København 1620",1620.0,København V,Indisk,Indisk
588,411,https://www.tripadvisor.dk/Restaurant_Review-g189541-d788989-Reviews-Jensens_Boefhus_Copenhagen_Vesterbrogade-Copenhagen_Zealand.html,Jensens Bøfhus København (Vesterbrogade),"Vesterbrogade 11A, København 1620 Danmark",3.5,Amerikansk,Steakhouse,Grillmad,946.0,2.5,"Vesterbrogade 11A, København 1620",1620.0,København V,Amerikansk,Amerikansk
589,360,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1484312-Reviews-Rosie_McGee_s_Restaurant_Bar-Copenhagen_Zealand.html,Rosie McGee's Restaurant & Bar,"Vesterbrogade 2a, København 1620 Danmark",4.0,Amerikansk,Bar,Grill,795.0,2.5,"Vesterbrogade 2a, København 1620",1620.0,København V,Amerikansk,Amerikansk
