,links,rest_name,rest_location,rest_rating,rest_cuisine,rest_cuisine_2,rest_cuisine_3,rest_no_review,rest_price_cat
0,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14109410-Reviews-Trattoria_L_Alba-Copenhagen_Zealand.html,Trattoria L’Alba,"Holbergsgade 17 Lige Ved Nyhavnsbroen, København 1057 Danmark",4.5,Italiensk,Vegetarvenlig,Veganske retter,214,2.5
1,https://www.tripadvisor.dk/Restaurant_Review-g189541-d19608198-Reviews-Maple_Casual_Dining-Copenhagen_Zealand.html,Maple Casual Dining,"Vesterbrogade 24, København 1620 Danmark",5.0,International,Europæisk,Vegetarvenlig,192,2.5
2,https://www.tripadvisor.dk/Restaurant_Review-g189541-d20912732-Reviews-Keyser_Social-Copenhagen_Zealand.html,Keyser Social,"Frederiksborggade 20d, København 1360 Danmark",5.0,Japansk,Asiatisk,Thai,71,4.0
3,https://www.tripadvisor.dk/Restaurant_Review-g189541-d808246-Reviews-Restaurant_Krebsegaarden-Copenhagen_Zealand.html,Restaurant Krebsegaarden,"Studiestraede 17, København 1455 Danmark",5.0,Europæisk,Skandinavisk,Dansk,1386,4.0
4,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17741168-Reviews-The_Midwestern_Diner-Copenhagen_Zealand.html,The Midwestern Diner,"Gyldenloevesgade 4, København 1369 Danmark",5.0,Amerikansk,Spisested,Vegetarvenlig,196,2.5
5,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8852652-Reviews-Smagsloeget_Vesterbro-Copenhagen_Zealand.html,Smagsløget (Vesterbro),"Vesterbrogade 19 Kobenhavn V, København 1620 Danmark",5.0,Fastfood,International,Fusion,430,1.0
6,https://www.tripadvisor.dk/Restaurant_Review-g189541-d5213122-Reviews-District_Tonkin-Copenhagen_Zealand.html,District Tonkin,"Mikkel Bryggers Gade 2, København 1460 Danmark",4.5,Asiatisk,Vietnamesisk,Vegetarvenlig,196,1.0
7,https://www.tripadvisor.dk/Restaurant_Review-g189541-d9768029-Reviews-The_Olive_Kitchen_Bar-Copenhagen_Zealand.html,The Olive Kitchen & Bar,"Nørregade 22, København 1165 Danmark",5.0,International,Europæisk,Glutenfri retter,2396,2.5
8,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12170406-Reviews-Madbaren_Marmorkirken-Copenhagen_Zealand.html,Madbaren Marmorkirken,"Store Kongensgade 77, København 1264 Danmark",5.0,Pizza,Europæisk,Vegetarvenlig,230,1.0
9,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14098007-Reviews-ARK_by_Souls-Copenhagen_Zealand.html,Souls,"Nørre Farimagsgade 63, København Danmark",5.0,Bar,Europæisk,Moderne,235,2.5
10,https://www.tripadvisor.dk/Restaurant_Review-g189541-d803888-Reviews-Soelleroed_Kro-Copenhagen_Zealand.html,Søllerød Kro,"Soelleroedvej 35, København 2840 Danmark",5.0,Fransk,International,Dansk,367,4.0
11,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7686629-Reviews-Pizzeria_Mamemi_Wine_Bar-Copenhagen_Zealand.html,Pizzeria Mamemi & Wine Bar,"Mysundegade 28, København 1668 Danmark",5.0,Italiensk,Pizza,Middelhavsområdet,1113,1.0
12,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2389863-Reviews-Restaurant_Radio-Copenhagen_Zealand.html,Restaurant Radio,"Julius Thomsens Gade 12, København Danmark",4.5,Europæisk,Skandinavisk,Dansk,881,4.0
13,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17340039-Reviews-Limone_Piazza-Copenhagen_Zealand.html,Limone Piazza,"Kejsergade 2, København 1155 Danmark",5.0,Italiensk,Middelhavsområdet,Europæisk,140,2.5
14,https://www.tripadvisor.dk/Restaurant_Review-g189541-d811205-Reviews-Kokkeriet-Copenhagen_Zealand.html,Kokkeriet,"Kronprinsessegade 64, København 1306 Danmark",4.5,Europæisk,Skandinavisk,Dansk,933,4.0
15,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12214757-Reviews-Zahida-Copenhagen_Zealand.html,Zahida,"Rømersgade 20, København 1362 Danmark",5.0,Indisk,Pakistansk,Vegetarvenlig,1145,2.5
16,https://www.tripadvisor.dk/Restaurant_Review-g189541-d15804886-Reviews-The_Pescatarian-Copenhagen_Zealand.html,The Pescatarian,"Amaliegade 49 On the corner of Amaliegade & Esplanaden, København 1256 Danmark",5.0,Fisk og skaldyr,Europæisk,Skandinavisk,345,4.0
17,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17807170-Reviews-The_Shrimp-Copenhagen_Zealand.html,The Shrimp,"Sankt Annae Plads 20, København 1250 Danmark",5.0,Fisk og skaldyr,International],,124,2.5
18,https://www.tripadvisor.dk/Restaurant_Review-g189541-d810174-Reviews-Damindra_Restaurant-Copenhagen_Zealand.html,Damindra,"Holbergsgade 26 Copenhagen C, København 1054 Danmark",4.5,Japansk,Sushi,Asiatisk,506,4.0
19,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13961672-Reviews-Punk_Royale-Copenhagen_Zealand.html,Punk Royale,"Dronningens Tværgade 10, København 1302 Danmark",5.0,Europæisk],,,120,4.0
20,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10809461-Reviews-Restaurant_Komplet-Copenhagen_Zealand.html,Restaurant Komplet,"Store Kongensgade 65, København 1264 Danmark",4.5,Steakhouse,International,Grillmad,459,2.5
21,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13272674-Reviews-Hey_Darling-Copenhagen_Zealand.html,Hey Darling,"Øster Farimagsgade 24, København 2100 Danmark",5.0,Amerikansk,International,Europæisk,125,2.5
22,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2187950-Reviews-Marv_Ben-Copenhagen_Zealand.html,Marv & Ben,"Snaregade 4, København 1205 Danmark",4.5,Europæisk,Skandinavisk,Dansk,766,4.0
23,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12161633-Reviews-Jurfood-Copenhagen_Zealand.html,Jurfood,"Øresundsvej 150D, København 2300 Danmark",5.0,Café,Europæisk,Dansk,247,2.5
24,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14168376-Reviews-Restaurant_Salon-Copenhagen_Zealand.html,Restaurant Salon,"Bredgade 63, København 1260 Danmark",4.5,Fransk,Europæisk],,38,4.0
25,https://www.tripadvisor.dk/Restaurant_Review-g806262-d1604419-Reviews-Enomania-Frederiksberg_Copenhagen_Zealand.html,Enomania,"Vesterbrogade 187, Frederiksberg, København 1800 Danmark",4.5,Italiensk,Europæisk,Vinstue,273,2.5
26,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1945657-Reviews-Geranium-Copenhagen_Zealand.html,Geranium,"Per Henrik Lings Alle 4, 8., København Danmark",4.5,Europæisk,Skandinavisk,Dansk,1100,4.0
27,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4541300-Reviews-Banana_Joe-Copenhagen_Zealand.html,Banana Joe,"Elmegade 18, København 2200 Danmark",4.5,Amerikansk,Fastfood,Vegetarvenlig,440,1.0
28,https://www.tripadvisor.dk/Restaurant_Review-g806262-d1129767-Reviews-Mielcke_Hurtigkarl-Frederiksberg_Copenhagen_Zealand.html,Mielcke & Hurtigkarl,"Fr.Berg Runddel 1, Frederiksberg, København 2000 Danmark",4.5,International,Europæisk,Moderne,274,4.0
29,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12153379-Reviews-Cafe_Patina-Copenhagen_Zealand.html,Café Patina,"Mysundegade 26 Tæt på metro station Enghave Plads, København 1668 Danmark",4.5,Middelhavsområdet,Europæisk,Græsk,121,2.5
30,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6726665-Reviews-Voulez_Vous-Copenhagen_Zealand.html,Voulez Vous,"Larsbjørnsstræde 20, København 1454 Danmark",4.5,Fransk,Bar,Café,111,2.5
31,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10153884-Reviews-Souls-Copenhagen_Zealand.html,Souls,"Melchiors Plads 3, København 2100 Danmark",4.5,Café,Europæisk,Sund,734,2.5
32,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12416454-Reviews-Restaurant_Schonnemann-Copenhagen_Zealand.html,Restaurant Schonnemann,"Haydee Plads 16-28, København 1127 Danmark",4.5,Skandinavisk,Dansk,Glutenfri retter,203,2.5
33,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13979688-Reviews-Trattoria_SUD-Copenhagen_Zealand.html,Trattoria SUD,"Frederiksborggade 27 Close to Nørreport station and Israels Plads, København 1360 Danmark",4.5,Italiensk,Middelhavsområdet,Europæisk,432,2.5
34,https://www.tripadvisor.dk/Restaurant_Review-g189541-d952861-Reviews-Husmann_s_Vinstue-Copenhagen_Zealand.html,Husmann's Vinstue,"Larsbjørnsstræde 2, København 1454 Danmark",4.5,Europæisk,Skandinavisk,Dansk,291,2.5
35,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8565166-Reviews-Restaurant_leaven-Copenhagen_Zealand.html,Restaurant leaven,"Ny Adelgade 4, København 1104 Danmark",4.5,Fransk,Fisk og skaldyr,Vinstue,343,4.0
36,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1014821-Reviews-Restaurant_Vita-Copenhagen_Zealand.html,Restaurant Vita,"Store Kongensgade 25, København Danmark",4.0,Europæisk,Skandinavisk,Dansk,554,2.5
37,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10451770-Reviews-Ravnsborg_Kitchen_Bar-Copenhagen_Zealand.html,Ravnsborg Kitchen & Bar,"Ravnsborggade 1, København 2200 Danmark",4.5,Vegetarvenlig,Veganske retter,Glutenfri retter,506,2.5
38,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1815506-Reviews-The_Red_Box-Copenhagen_Zealand.html,The Red Box,"Store Kongensgade 42, København 1264 Danmark",4.5,Fransk,Asiatisk,Fusion,528,2.5
39,https://www.tripadvisor.dk/Restaurant_Review-g189541-d865994-Reviews-Restaurant_Gronnegade-Copenhagen_Zealand.html,Restaurant Grønnegade,"Grønnegade 39, København 1107 Danmark",4.5,Fisk og skaldyr,Skandinavisk,Dansk,583,4.0
40,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8547060-Reviews-Alchemist-Copenhagen_Zealand.html,Alchemist,"Refshalevej 173C, København 1432 Danmark",5.0,International,Europæisk,Moderne,93,4.0
41,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4115482-Reviews-Che_Fe_Trattoria-Copenhagen_Zealand.html,Ché Fè,"Borgergade 17A, København 1300 Danmark",4.5,Italiensk,Europæisk,Toscansk,617,2.5
42,https://www.tripadvisor.dk/Restaurant_Review-g189541-d794185-Reviews-Boef_Ost-Copenhagen_Zealand.html,Bøf & Ost,"Gråbrødretorv 13, København 1154 Danmark",3.5,Fransk,Europæisk,Moderne,304,2.5
43,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14012376-Reviews-Basso_Kobenhavn-Copenhagen_Zealand.html,Basso København,"Dronningens Tvaergade 22, København 1302 Danmark",4.5,Italiensk,Europæisk,Vegetarvenlig,462,2.5
44,https://www.tripadvisor.dk/Restaurant_Review-g189541-d5049441-Reviews-Studio_The_Standard-Copenhagen_Zealand.html,Studio - The Standard,"Havnegade 44, København 1058 Danmark",4.5,Europæisk,Skandinavisk,Dansk,464,4.0
45,https://www.tripadvisor.dk/Restaurant_Review-g189541-d11655627-Reviews-Bowl_Market_Copenhagen-Copenhagen_Zealand.html,Bowl Market Copenhagen,"Gasvaerksvej 3, København 1656 Danmark",4.5,En hurtig bid mad,Café,Sund,135,2.5
46,https://www.tripadvisor.dk/Restaurant_Review-g189541-d802245-Reviews-Kong_Hans_Kaelder-Copenhagen_Zealand.html,Kong Hans Kaelder,"Vingaardstraede 6, København 1070 Danmark",4.5,Fransk,Europæisk,Skandinavisk,299,4.0
47,https://www.tripadvisor.dk/Restaurant_Review-g189541-d9753772-Reviews-Bodil_Et_Spisested-Copenhagen_Zealand.html,Bodil Et Spisested,"Søndre Boulevard 105, København 1720 Danmark",4.5,International,Sund,Skandinavisk,219,2.5
48,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4106509-Reviews-Host-Copenhagen_Zealand.html,Höst,"Nørre Farimagsgade 41, København 1364 Danmark",4.5,Moderne,Sund,Skandinavisk,2182,4.0
49,https://www.tripadvisor.dk/Restaurant_Review-g806262-d1129902-Reviews-Frederiks_Have-Frederiksberg_Copenhagen_Zealand.html,Frederiks Have,"Smallegade 41, Frederiksberg, København 2000 Danmark",4.5,International,Europæisk,Skandinavisk,550,4.0
50,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8374897-Reviews-Feed_Bistro-Copenhagen_Zealand.html,Feed Bistro,"Faelledvej 5, København 2200 Danmark",4.5,Europæisk,Skandinavisk,Dansk,605,2.5
51,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12926561-Reviews-Chao_Viet_Kitchen-Copenhagen_Zealand.html,Chao Viet Kitchen,"Kattesundet 8 Indre By, København 1458 Danmark",4.5,Asiatisk,Vietnamesisk,Sund,583,1.0
52,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12351478-Reviews-Selma-Copenhagen_Zealand.html,Selma,"Rømersgade 20, København 1362 Danmark",4.5,Europæisk,Skandinavisk,Dansk,108,2.5
53,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14109410-Reviews-Trattoria_L_Alba-Copenhagen_Zealand.html,Trattoria L’Alba,"Holbergsgade 17 Lige Ved Nyhavnsbroen, København 1057 Danmark",4.5,Italiensk,Vegetarvenlig,Veganske retter,214,2.5
54,https://www.tripadvisor.dk/Restaurant_Review-g189541-d694977-Reviews-Cofoco-Copenhagen_Zealand.html,Cofoco,"Abel Cathrines Gade 7, København 1654 Danmark",4.5,Moderne,Sund,Gastropub,1114,2.5
55,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1528309-Reviews-Restaurant_Tight-Copenhagen_Zealand.html,Restaurant Tight,"Hyskenstræde 10, København 1207 Danmark",4.5,Vegetarvenlig,Veganske retter,Glutenfri retter,2992,2.5
56,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12454509-Reviews-Garden_Restaurant_Wine_bar-Copenhagen_Zealand.html,Garden Restaurant & Vinbar,"Gothersgade 87 Kælder, København 1123 Danmark",4.5,Europæisk,Skandinavisk,Dansk,189,2.5
57,https://www.tripadvisor.dk/Restaurant_Review-g189541-d694976-Reviews-Restaurant_Amalie-Copenhagen_Zealand.html,Restaurant Amalie,"Amaliegade 11, København 1256 Danmark",4.5,Europæisk,Skandinavisk,Dansk,429,2.5
58,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3670386-Reviews-Temporada_Tapas_Bar-Copenhagen_Zealand.html,Temporada Tapasbodega,"Åboulevard 23 Frederiksberg, København 2000 Danmark",4.5,Middelhavsområdet,Europæisk,Spansk,300,2.5
59,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1315995-Reviews-Nyhavns_Faergekro-Copenhagen_Zealand.html,Nyhavns Faergekro,"Nyhavn 5, København 1051 Danmark",4.0,Europæisk,Skandinavisk,Dansk,1073,2.5
60,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7398572-Reviews-Bastard_Cafe-Copenhagen_Zealand.html,Bastard Café,"Rådhusstræde 13, København 1466 Danmark",4.5,En hurtig bid mad,Bar,Café,287,1.0
61,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10453311-Reviews-Vaekst-Copenhagen_Zealand.html,Vaekst,"Sankt Peders Stræde 34, København 1453 Danmark",4.5,Moderne,Skandinavisk,Dansk,634,4.0
62,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6731592-Reviews-Restaurant_Under_Uret-Copenhagen_Zealand.html,Restaurant Under Uret - Frokost,"Øster Farimagsgade 4, København 2100 Danmark",4.5,Europæisk,Skandinavisk,Dansk,182,2.5
63,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3242788-Reviews-L_Enoteca_di_Mr_Brunello_Restaurant_Wine_Shop-Copenhagen_Zealand.html,L'Enoteca di Mr. Brunello Restaurant & Wine Shop,"Rysensteensgade 16, København 1564 Danmark",4.5,Italiensk,Middelhavsområdet,Europæisk,235,4.0
64,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7827856-Reviews-Restaurant_Nepali_Bhancha-Copenhagen_Zealand.html,Restaurant Nepali Bhancha,"H C Ørsteds Vej 50 D, København 1879 Danmark",4.5,Nepalesisk,Vegetarvenlig,Veganske retter,236,2.5
65,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7792702-Reviews-WOK_CPH_Christianshavn-Copenhagen_Zealand.html,WOK Christianshavn,"Torvegade 49 Christianshavn, København 1400 Danmark",4.5,En hurtig bid mad,Fastfood,Asiatisk,113,2.5
66,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1393513-Reviews-Sporvejen-Copenhagen_Zealand.html,Sporvejen,"Graabroedretorv 17, København 1154 Danmark",4.5,Amerikansk,Bar,Europæisk,1051,1.0
67,https://www.tripadvisor.dk/Restaurant_Review-g189541-d694971-Reviews-Noma-Copenhagen_Zealand.html,Noma,"Refshalevej 96, København 1432 Danmark",4.5,Moderne,Sund,Vegetarvenlig,1700,4.0
68,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2389863-Reviews-Restaurant_Radio-Copenhagen_Zealand.html,Restaurant Radio,"Julius Thomsens Gade 12, København Danmark",4.5,Europæisk,Skandinavisk,Dansk,881,4.0
69,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2013792-Reviews-Restaurant_Schoennemann-Copenhagen_Zealand.html,Restaurant Schoennemann,"Hauser Plads 16, København 1127 Danmark",4.5,Europæisk,Skandinavisk,Dansk,753,2.5
70,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12321722-Reviews-Toto_Vin_Spisebar-Copenhagen_Zealand.html,Toto Vin & Spisebar,"Amagerbrogade 145, København 2300 Danmark",5.0,Europæisk,Vinstue,Vegetarvenlig,104,2.5
71,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3809403-Reviews-RetroGusto-Copenhagen_Zealand.html,RetroGusto,"Vesterbrogade 31, 1620 Kbh-V Vesterbrogade 31,, København 1620 Danmark",4.5,Italiensk,Middelhavsområdet,Europæisk,618,2.5
72,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8566775-Reviews-Magasasa_Dim_Sum_Cocktails-Copenhagen_Zealand.html,"Magasasa, Dim Sum & Cocktails","Flaesketorvet 54/56 Kodbyen, København 1711 Danmark",3.5,Kinesisk,Asiatisk,Fra Shanghai,162,2.5
73,https://www.tripadvisor.dk/Restaurant_Review-g189541-d5037261-Reviews-Sankt_Annae_8-Copenhagen_Zealand.html,Sankt Annae 8,"Wildersgade 52, København Danmark",4.5,Europæisk,Vinstue,Dansk,221,2.5
74,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3842483-Reviews-Kadeau_Copenhagen-Copenhagen_Zealand.html,Kadeau,"Wildersgade 10B Christianhavn, København 1408 Danmark",4.5,Europæisk,Skandinavisk,Dansk,305,4.0
75,https://www.tripadvisor.dk/Restaurant_Review-g189541-d9814948-Reviews-Mad_Kaffe-Copenhagen_Zealand.html,Mad & Kaffe,"Sønder Boulevard 68 København V, København 1720 Danmark",4.5,Café,Europæisk,Sund,610,2.5
76,https://www.tripadvisor.dk/Restaurant_Review-g189541-d810193-Reviews-Morgenstedet-Copenhagen_Zealand.html,Morgenstedet,"Fabriksomraadet 134, København 1440 Danmark",4.5,Vegetarvenlig,Veganske retter,Glutenfri retter,253,1.0
77,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1168179-Reviews-Restaurant_Ravelinen-Copenhagen_Zealand.html,Restaurant Ravelinen,"Torvegade 79, København 1400 Danmark",4.5,Europæisk,Skandinavisk,Dansk,432,2.5
78,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12454509-Reviews-Garden_Restaurant_Wine_bar-Copenhagen_Zealand.html,Garden Restaurant & Vinbar,"Gothersgade 87 Kælder, København 1123 Danmark",4.5,Europæisk,Skandinavisk,Dansk,189,2.5
79,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4187387-Reviews-Chez_Bruno-Copenhagen_Zealand.html,Chez Bruno,"Gammel Kongevej 27, St, København 1610 Danmark",4.5,Fransk,Europæisk,Vegetarvenlig,412,2.5
80,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3809403-Reviews-RetroGusto-Copenhagen_Zealand.html,RetroGusto,"Vesterbrogade 31, 1620 Kbh-V Vesterbrogade 31,, København 1620 Danmark",4.5,Italiensk,Middelhavsområdet,Europæisk,618,2.5
81,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4248424-Reviews-Frenchy-Copenhagen_Zealand.html,Frenchy,"Hyskenstraede 16, København 1207 Danmark",4.5,Fransk,Café,Europæisk,216,2.5
82,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14109410-Reviews-Trattoria_L_Alba-Copenhagen_Zealand.html,Trattoria L’Alba,"Holbergsgade 17 Lige Ved Nyhavnsbroen, København 1057 Danmark",4.5,Italiensk,Vegetarvenlig,Veganske retter,214,2.5
83,https://www.tripadvisor.dk/Restaurant_Review-g189541-d758272-Reviews-Kiin_Kiin-Copenhagen_Zealand.html,Kiin Kiin,"Guldbergsgade 21, København 2200 Danmark",4.5,Asiatisk,Thai,Vegetarvenlig,825,4.0
84,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1014821-Reviews-Restaurant_Vita-Copenhagen_Zealand.html,Restaurant Vita,"Store Kongensgade 25, København Danmark",4.0,Europæisk,Skandinavisk,Dansk,554,2.5
85,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10021446-Reviews-KoD_Vesterbro-Copenhagen_Zealand.html,KöD Vesterbro,"Vesterbrogade 33, København 1620 Danmark",4.5,Steakhouse,Grillmad,Europæisk,926,2.5
86,https://www.tripadvisor.dk/Restaurant_Review-g189541-d806721-Reviews-BENTO_Restaurant_Cocktail_Bar-Copenhagen_Zealand.html,BENTO Restaurant & Cocktail Bar,"Helgolandsgade 16, København 1653 Danmark",4.5,Japansk,Asiatisk,Vegetarvenlig,299,2.5
87,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8153427-Reviews-KoD_Copenhagen-Copenhagen_Zealand.html,KöD København,"Admiralgade 25, København 1066 Danmark",4.5,Steakhouse,Grillmad,Europæisk,1112,2.5
88,https://www.tripadvisor.dk/Restaurant_Review-g189541-d797245-Reviews-Khun_Juk_Oriental-Copenhagen_Zealand.html,Khun Juk Oriental,"Store Kongensgade 9 Backyard, København Danmark",4.5,Asiatisk,Thai,Vegetarvenlig,858,2.5
89,https://www.tripadvisor.dk/Restaurant_Review-g806262-d8602544-Reviews-San_Marco_Junior-Frederiksberg_Copenhagen_Zealand.html,San Marco Junior,"Falkoner Allé 10 Over for falkonersalen, Frederiksberg, København 2000 Danmark",4.5,Italiensk,Europæisk,Centraleuropæisk,165,2.5
90,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12172094-Reviews-Hungry_Dane-Copenhagen_Zealand.html,Hungry Dane,"Gammel Torv 8 (Odense & Amsterdam), København 1457 Danmark",4.0,En hurtig bid mad,Amerikansk,Fastfood,157,1.0
91,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8284067-Reviews-Nebbiolo_Winebar-Copenhagen_Zealand.html,Nebbiolo Winebar,"St. Strandstraede 18, København 1255 Danmark",4.5,Italiensk,Europæisk,Vinstue,147,2.5
92,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2706456-Reviews-Cafe_Gammel_Torv-Copenhagen_Zealand.html,Cafe Gl. Torv - Huset med det grønne træ,"Gammeltorv 20, København 1457 Danmark",4.5,Skandinavisk,Dansk],,218,2.5
93,https://www.tripadvisor.dk/Restaurant_Review-g189541-d695021-Reviews-Den_Lille_Fede_Restaurant-Copenhagen_Zealand.html,Den Lille Fede Restaurant,"Store Kongensgade 17, København 1264 Danmark",4.5,Europæisk,Centraleuropæisk,Skandinavisk,753,4.0
94,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4243463-Reviews-Mikkeller_Friends-Copenhagen_Zealand.html,Mikkeller & Friends,"Stefansgade 35, København Danmark",4.5,Pub],,,259,2.5
95,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8698277-Reviews-Aamanns_Etablissement-Copenhagen_Zealand.html,Aamanns Etablissement,"Oester Farimagsgade 12, København 2100 Danmark",4.5,Skandinavisk,Dansk,Vegetarvenlig,196,2.5
96,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17317272-Reviews-Pico_Pizza-Copenhagen_Zealand.html,Pico Pizza,"Skyttegade 3, København 2200 Danmark",5.0,Pizza],,,38,1.0
97,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1157159-Reviews-Halifax_Kobenhavn_K-Copenhagen_Zealand.html,Halifax København K,"Larsbjoernsstraede 9, København 1454 Danmark",4.5,Amerikansk,Bar,Vegetarvenlig,274,2.5
98,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3967426-Reviews-Pony-Copenhagen_Zealand.html,Pony,"Vesterbrogade 135, København 1620 Danmark",4.5,Europæisk,Skandinavisk,Dansk,284,4.0
99,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12378715-Reviews-Ristorante_Buono-Copenhagen_Zealand.html,Ristorante Buono,"Abel Cathrines Gade 21, København 1654 Danmark",4.5,Italiensk,Middelhavsområdet,Europæisk,211,2.5
100,https://www.tripadvisor.dk/Restaurant_Review-g189541-d9566377-Reviews-SimpleRAW-Copenhagen_Zealand.html,simpleRAW,"Gråbrødretorv 9, København 1154 Danmark",4.5,Europæisk,Sund,Vegetarvenlig,255,2.5
101,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2009756-Reviews-Told_Snaps-Copenhagen_Zealand.html,Told&Snaps,"Toldbodgade 2, København Danmark",4.5,Europæisk,Skandinavisk,Dansk,585,2.5
102,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8121703-Reviews-Stempel_Bar_Kitchen-Copenhagen_Zealand.html,Stempel - Bar & Kitchen,"Enghave Plads 2, København 1670 Danmark",4.5,Bar,Café,International,307,2.5
103,https://www.tripadvisor.dk/Restaurant_Review-g189541-d694985-Reviews-AOC-Copenhagen_Zealand.html,AOC,"Dronningens Tværgade 2, København 1302 Danmark",4.5,Europæisk,Skandinavisk,Dansk,334,4.0
104,https://www.tripadvisor.dk/Restaurant_Review-g189541-d816038-Reviews-Sticks_n_Sushi-Copenhagen_Zealand.html,Sticks'n'Sushi,"Nansensgade 59, København 1366 Danmark",4.5,Japansk,Fisk og skaldyr,Sushi,447,2.5
105,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12874237-Reviews-Aamanns_1921-Copenhagen_Zealand.html,Aamanns 1921,"Niels Hemmingsens Gade 19-21, København 1153 Danmark",4.5,Skandinavisk,Dansk,Vegetarvenlig,273,2.5
106,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3506887-Reviews-Le_Pave-Copenhagen_Zealand.html,Le Pave,"Graabroedretorv 14, København 1154 Danmark",4.5,Fransk,Europæisk,Vegetarvenlig,290,2.5
107,https://www.tripadvisor.dk/Restaurant_Review-g189541-d794185-Reviews-Boef_Ost-Copenhagen_Zealand.html,Bøf & Ost,"Gråbrødretorv 13, København 1154 Danmark",3.5,Fransk,Europæisk,Moderne,304,2.5
108,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2389863-Reviews-Restaurant_Radio-Copenhagen_Zealand.html,Restaurant Radio,"Julius Thomsens Gade 12, København Danmark",4.5,Europæisk,Skandinavisk,Dansk,881,4.0
109,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10261834-Reviews-Restaurant_Palaegade-Copenhagen_Zealand.html,Restaurant Palægade,"Palægade 8, København 1261 Danmark",4.5,Europæisk,Skandinavisk,Dansk,363,2.5
