,links,rest_name,rest_location,rest_rating,rest_cuisine,rest_cuisine_2,rest_cuisine_3,rest_no_review,rest_price_cat
936,https://www.tripadvisor.dk/Restaurant_Review-g189541-d11772660-Reviews-Mangia_Bar_Ristorante-Copenhagen_Zealand.html,Mangia Bar & Ristorante,"Bagerstraede 9, København 1610 Danmark",4.0,Italiensk,Europæisk,Vegetarvenlig,67,2.5
937,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13975829-Reviews-Bazaar-Copenhagen_Zealand.html,Bazaar,"Dronningens Tværgade 21, København 1302 Danmark",3.5,Mellemøstlig,Vegetarvenlig,Veganske retter,93,2.5
938,https://www.tripadvisor.dk/Restaurant_Review-g189541-d797647-Reviews-Kardemomme-Copenhagen_Zealand.html,Kardemomme,"Maglemosevej 1, København 2900 Danmark",4.0,Indisk,Vegetarvenlig,Veganske retter,56,2.5
939,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1022737-Reviews-Nonsolo_Pizza-Copenhagen_Zealand.html,Nonsolo Pizza,"Nørrebrogade 18B, København Danmark",4.5,Italiensk,Pizza,Vegetarvenlig,29,1.0
940,https://www.tripadvisor.dk/Restaurant_Review-g189541-d9800112-Reviews-Be_Steak-Copenhagen_Zealand.html,Be Steak,"Østergade 52 at Illum rooftop, København 1100 Danmark",4.0,Steakhouse,Europæisk],,33,2.5
941,https://www.tripadvisor.dk/Restaurant_Review-g189541-d5213122-Reviews-District_Tonkin-Copenhagen_Zealand.html,District Tonkin,"Mikkel Bryggers Gade 2, København 1460 Danmark",4.5,Asiatisk,Vietnamesisk,Vegetarvenlig,196,1.0
942,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8179203-Reviews-Takii_Sushi-Copenhagen_Zealand.html,Takii Sushi,"Jagtvej 113, København 2200 Danmark",4.0,Japansk,Fisk og skaldyr,Sushi,58,2.5
943,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13272781-Reviews-Holm_Cider_ciderbar_shop-Copenhagen_Zealand.html,"Holm Cider, ciderbar & shop","Istedgade 44, København 1650 Danmark",5.0,Europæisk,Dansk],,12,1.0
944,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2075008-Reviews-Huset_med_det_Gronne_Trae-Copenhagen_Zealand.html,Huset med det Gronne Trae,"Gammeltorv 20, København Danmark",4.5,Europæisk,Skandinavisk,Dansk,30,2.5
945,https://www.tripadvisor.dk/Restaurant_Review-g189541-d711871-Reviews-Meyer_s_Deli-Copenhagen_Zealand.html,Meyer's Deli,"107 Gammel Kongevej, København Danmark",3.5,Café,Europæisk,Delikatesseforretning,97,2.5
946,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10785980-Reviews-Restaurant_Barshu-Copenhagen_Zealand.html,Restaurant Barshu,"Amagerbrogade 4, København 2300 Danmark",4.5,Kinesisk,Asiatisk,Szechuan,23,2.5
947,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1812651-Reviews-Cafe_Oscar-Copenhagen_Zealand.html,Cafe Oscar,"Bredgade 58, København 1264 Danmark",4.0,,,,629,2.5
948,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14097967-Reviews-Moi-Copenhagen_Zealand.html,Moi,"Vesterbrogade 42, København 1620 Danmark",4.5,International,Asiatisk,Koreansk,25,2.5
949,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12065211-Reviews-Kaf-Copenhagen_Zealand.html,Kaf,"Birkegade 21, København 2200 Danmark",4.5,Dessert,Café,Europæisk,19,2.5
950,https://www.tripadvisor.dk/Restaurant_Review-g189541-d983660-Reviews-Frederik_VI-Copenhagen_Zealand.html,Frederik VI,"Frederiksberg Alle, København Danmark",4.0,Bar,Europæisk,Pub,47,2.5
951,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4844826-Reviews-Toscana_Due_Italiensk_Pizza-Copenhagen_Zealand.html,Toscana Due Italiensk Pizza,"Amager Boulevard 2, København 2300 Danmark",4.0,Italiensk,Pizza,Vegetarvenlig,25,1.0
952,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4547797-Reviews-Aroiidee-Copenhagen_Zealand.html,Aroiidee,"Guldbergsgade 23, København 2200 Danmark",4.0,Asiatisk,Thai,Fusion,60,2.5
953,https://www.tripadvisor.dk/Restaurant_Review-g189541-d814185-Reviews-Peder_Oxe-Copenhagen_Zealand.html,Peder Oxe,"Graabroedretorv 11, København 1154 Danmark",4.0,Europæisk,Moderne,Skandinavisk,1292,2.5
954,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17823246-Reviews-A_terre-Copenhagen_Zealand.html,à terre,"Tordenskjoldsgade 11, København 1055 Danmark",4.5,Fransk,Fisk og skaldyr,Europæisk,18,4.0
955,https://www.tripadvisor.dk/Restaurant_Review-g189541-d11678284-Reviews-Boulebar_Noerregade-Copenhagen_Zealand.html,Boulebar Nørregade,"Nørregade 18, København 1165 Danmark",3.5,Fransk,Bar,Europæisk,126,2.5
956,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3559570-Reviews-Streckers-Copenhagen_Zealand.html,Streckers,"Vesterbrogade 2B, København 1620 Danmark",3.5,Bar,Pub],,114,2.5
957,https://www.tripadvisor.dk/Restaurant_Review-g189541-d20942565-Reviews-Souls_Street_Food-Copenhagen_Zealand.html,Souls Street Food,"Frederiksborggade 21, København 1364 Danmark",5.0,,,,10,2.5
958,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1547020-Reviews-Magasasa_Classic-Copenhagen_Zealand.html,Magasasa Classic,"Istedgade 4, København 1650 Danmark",3.5,Kinesisk,Asiatisk,Szechuan,238,2.5
959,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3440058-Reviews-Otto_s-Copenhagen_Zealand.html,Otto's,"Amerika Plads 7, København 2100 Danmark",4.0,Europæisk,Dansk],,57,2.5
960,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8566775-Reviews-Magasasa_Dim_Sum_Cocktails-Copenhagen_Zealand.html,"Magasasa, Dim Sum & Cocktails","Flaesketorvet 54/56 Kodbyen, København 1711 Danmark",3.5,Kinesisk,Asiatisk,Fra Shanghai,162,2.5
961,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6618276-Reviews-Plaza_Grill-Copenhagen_Zealand.html,Plaza Grill,"Bernstorffsgade 4, DK-1577 Kobenhavn V, København Danmark",4.0,Europæisk,Dansk],,101,2.5
962,https://www.tripadvisor.dk/Restaurant_Review-g189541-d9729989-Reviews-Hav-Copenhagen_Zealand.html,Hav Torvehallerne,"Rømersgade 18 Kobehavn K, København 1362 Danmark",4.5,Fisk og skaldyr,Europæisk,Skandinavisk,21,2.5
963,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6737446-Reviews-Sopromenaden-Copenhagen_Zealand.html,Søpromenaden,"Sortedam Dossering 103, København Danmark",4.0,Skandinavisk,Dansk],,75,2.5
964,https://www.tripadvisor.dk/Restaurant_Review-g189541-d15132917-Reviews-Mission_Cph-Copenhagen_Zealand.html,Mission Cph,"Havnegade 44, København 1058 Danmark",4.0,Amerikansk,Middelhavsområdet,Europæisk,44,2.5
965,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17784629-Reviews-Dam_good_goodies-Copenhagen_Zealand.html,Dam good goodies,"Collinsgade 7, København 2100 Danmark",5.0,Fransk,Europæisk,Spansk,11,2.5
966,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3809403-Reviews-RetroGusto-Copenhagen_Zealand.html,RetroGusto,"Vesterbrogade 31, 1620 Kbh-V Vesterbrogade 31,, København 1620 Danmark",4.5,Italiensk,Middelhavsområdet,Europæisk,618,2.5
967,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6717341-Reviews-Berlin_Bar-Copenhagen_Zealand.html,Berlin Bar,"Gammel Kongevej 147, København 1850 Danmark",4.0,Bar,Pub],,37,2.5
968,https://www.tripadvisor.dk/Restaurant_Review-g189541-d16824193-Reviews-Empire_Copenhagen-Copenhagen_Zealand.html,Empire Copenhagen,"Jernbanegade 4, København 1608 Danmark",4.0,International,Europæisk,Asiatisk,77,2.5
969,https://www.tripadvisor.dk/Restaurant_Review-g189541-d16742165-Reviews-Sushi_Tsukiji-Copenhagen_Zealand.html,Sushi-Tsukiji,"Frederiksborggade 26, København 1360 Danmark",4.5,Japansk,Sushi],,28,2.5
970,https://www.tripadvisor.dk/Restaurant_Review-g189541-d811930-Reviews-Cafe_Alma-Copenhagen_Zealand.html,Café Alma,"Isafjordsgade 5-7, København 2300 Danmark",3.5,Bar,Café,Europæisk,242,2.5
971,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3255490-Reviews-Cafe_Taxa-Copenhagen_Zealand.html,Cafe Taxa,"Horsholmsgade 32 Norrebro, København 2200 Danmark",3.5,Café,Europæisk],,103,2.5
972,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17317272-Reviews-Pico_Pizza-Copenhagen_Zealand.html,Pico Pizza,"Skyttegade 3, København 2200 Danmark",5.0,Pizza],,,38,1.0
973,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8145529-Reviews-Gravy-Copenhagen_Zealand.html,Gravy,"Oester Farimagsgade 31, København 2100 Danmark",4.5,,,,28,2.5
974,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6703679-Reviews-Cafe_Fata_Morgana-Copenhagen_Zealand.html,Cafe Fata'Morgana,"Borups Plads 26 Stefansgade 68, København 2200 Danmark",4.0,Café,Europæisk,Vegetarvenlig,94,2.5
975,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13384302-Reviews-Izumi_Vesterbro-Copenhagen_Zealand.html,Izumi Vesterbro,"Vesterbrogade 120, København 1620 Danmark",4.5,Japansk,Fisk og skaldyr,Sushi,15,2.5
976,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13809902-Reviews-Leo_s_Pizza-Copenhagen_Zealand.html,Leo’s Pizza,"Vesterbrogade 112, København 1620 Danmark",4.5,Italiensk,Pizza,Vegetarvenlig,23,1.0
977,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10374484-Reviews-Omegn-Copenhagen_Zealand.html,Omegn,"Rømersgade 18 Torvehallerne - Hal 1 - Stade E2, København 1360 Danmark",4.5,Europæisk,Dansk],,19,2.5
978,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12631460-Reviews-Barril_Pasta_Wine_Bar-Copenhagen_Zealand.html,Barril,"Helgolandsgade 2, København 1653 Danmark",4.0,Vinstue],,,96,2.5
979,https://www.tripadvisor.dk/Restaurant_Review-g189541-d15804861-Reviews-Falang_Asiateria-Copenhagen_Zealand.html,Falang Asiateria,"Istedgade 48 The Pink House, København 1650 Danmark",4.5,Fisk og skaldyr,Asiatisk,Thai,25,2.5
980,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17756474-Reviews-Gasoline_Grill-Copenhagen_Zealand.html,Gasoline Grill,"Strandgade 95, København 1401 Danmark",4.5,Amerikansk,Fastfood],,13,2.5
981,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1014824-Reviews-Cafe_Stella-Copenhagen_Zealand.html,Cafe Stella,"Kompagnistraede 18, København 1208 Danmark",3.5,Bar,Café,Europæisk,346,2.5
982,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4339572-Reviews-Good_Morning_Vietnam-Copenhagen_Zealand.html,Good Morning Vietnam,"Abel Cathrines Gade 6 St Th, København Danmark",4.0,Asiatisk,Vietnamesisk,Vegetarvenlig,70,1.0
983,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10553875-Reviews-Kodbyens_IS-Copenhagen_Zealand.html,Kødbyens Is,"Flaesketorvet 43, København 1711 Danmark",5.0,Italiensk,Europæisk,Dansk,13,1.0
984,https://www.tripadvisor.dk/Restaurant_Review-g189541-d814185-Reviews-Peder_Oxe-Copenhagen_Zealand.html,Peder Oxe,"Graabroedretorv 11, København 1154 Danmark",4.0,Europæisk,Moderne,Skandinavisk,1292,2.5
985,https://www.tripadvisor.dk/Restaurant_Review-g189541-d15850768-Reviews-Tramonto_Rooftop_Italian_Cuisine_bar-Copenhagen_Zealand.html,Tramonto Rooftop Italian Cuisine & bar,"Bryggernes Plads 7 Hotel Ottilia, København 1799 Danmark",3.5,Italiensk,Europæisk,Vegetarvenlig,93,2.5
986,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17807184-Reviews-Bronshoj_Bistro-Copenhagen_Zealand.html,Brønshøj Bistro,"Brønshøjgårdsvej 1, København 2700 Danmark",5.0,International,Europæisk,Moderne,13,2.5
987,https://www.tripadvisor.dk/Restaurant_Review-g189541-d787373-Reviews-Sushi2500-Copenhagen_Zealand.html,Sushi2500,"Toftegårds Allé 29 Valby, Frb, Roskilde, København 2500 Danmark",4.5,Japansk,Sushi],,52,2.5
988,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6995259-Reviews-L_Anfora-Copenhagen_Zealand.html,L'Anfora,"Gothersgade 93, København 1123 Danmark",3.5,Italiensk,Pizza,Middelhavsområdet,87,2.5
989,https://www.tripadvisor.dk/Restaurant_Review-g189541-d5768667-Reviews-Pub_Sport-Copenhagen_Zealand.html,Pub & Sport,"Vester Voldgade 7, København 1552 Danmark",4.0,Bar,Pub],,39,2.5
990,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6726665-Reviews-Voulez_Vous-Copenhagen_Zealand.html,Voulez Vous,"Larsbjørnsstræde 20, København 1454 Danmark",4.5,Fransk,Bar,Café,111,2.5
991,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7792702-Reviews-WOK_CPH_Christianshavn-Copenhagen_Zealand.html,WOK Christianshavn,"Torvegade 49 Christianshavn, København 1400 Danmark",4.5,En hurtig bid mad,Fastfood,Asiatisk,113,2.5
992,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1315993-Reviews-Bombay-Copenhagen_Zealand.html,Bombay,"Lavendelstraede 13, København 1462 Danmark",3.5,Indisk,Asiatisk,Vegetarvenlig,122,2.5
993,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7621857-Reviews-MD_Thai-Copenhagen_Zealand.html,MD Thai,"Kastrupvej 5, København 2300 Danmark",4.5,Asiatisk,Thai],,31,2.5
994,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2536076-Reviews-Terroiristen-Copenhagen_Zealand.html,Terroiristen,"Jaegersborggade 52, København 2200 Danmark",4.5,Italiensk,Europæisk,Vinstue,29,2.5
995,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17720610-Reviews-Kiin_Kiin_71_Omakase-Copenhagen_Zealand.html,Kiin Kiin 71 Omakase,"Nyhavn 71, København 1051 Danmark",5.0,,,,10,0.0
996,https://www.tripadvisor.dk/Restaurant_Review-g189541-d951483-Reviews-Pixie-Copenhagen_Zealand.html,Pixie,"Løgstørgade 2, København Danmark",3.5,Café,International,Europæisk,129,2.5
997,https://www.tripadvisor.dk/Restaurant_Review-g189541-d3809403-Reviews-RetroGusto-Copenhagen_Zealand.html,RetroGusto,"Vesterbrogade 31, 1620 Kbh-V Vesterbrogade 31,, København 1620 Danmark",4.5,Italiensk,Middelhavsområdet,Europæisk,618,2.5
998,https://www.tripadvisor.dk/Restaurant_Review-g189541-d790343-Reviews-Restaurant_Porn_Sak-Copenhagen_Zealand.html,Restaurant Porn-Sak,"Halmtorvet 40, København 1700 Danmark",3.5,Asiatisk,Thai,Vegetarvenlig,88,1.0
999,https://www.tripadvisor.dk/Restaurant_Review-g189541-d2315839-Reviews-Cheung_s_Grill-Copenhagen_Zealand.html,Cheung's Grill,"Hollænderdybet 22, København, 2300, København Danmark",5.0,Kinesisk],,,14,1.0
1000,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12187805-Reviews-Le_Kaff-Copenhagen_Zealand.html,Le Kaff,"158 Øresundsvej, København 2300 Danmark",4.5,Café,Europæisk,Dansk,15,1.0
1001,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8699274-Reviews-The_Grill-Copenhagen_Zealand.html,The Grill,"Vester Soegade 6, København 1601 Danmark",3.5,Grillmad,Europæisk,Moderne,62,2.5
1002,https://www.tripadvisor.dk/Restaurant_Review-g189541-d11808426-Reviews-Il_Locale_Italian_Craft_Beer-Copenhagen_Zealand.html,Il Locale Italian Craft Beer,"Aaboulevard 50, St, Tv, København 2200 Danmark",4.0,Italiensk,Ølpub,Europæisk,35,2.5
1003,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12631460-Reviews-Barril_Pasta_Wine_Bar-Copenhagen_Zealand.html,Barril,"Helgolandsgade 2, København 1653 Danmark",4.0,Vinstue],,,96,2.5
1004,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14109376-Reviews-Restaurant_Smor-Copenhagen_Zealand.html,Restaurant Smör,"Nationalmuseet Ny Vestergade 10, København 1471 Danmark",4.0,Skandinavisk,Dansk],,58,2.5
1005,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1015043-Reviews-Hos_Fischer-Copenhagen_Zealand.html,Hos Fischer,"Victor Borges Plads 12, København 2100 Danmark",3.5,Italiensk,Europæisk,Vegetarvenlig,155,2.5
1006,https://www.tripadvisor.dk/Restaurant_Review-g806262-d12789235-Reviews-Mudan_Restaurant-Frederiksberg_Copenhagen_Zealand.html,Mudan Restaurant,"Dirch Passers Allé 30-32, Frederiksberg, København 2000 Danmark",4.5,Kinesisk],,,16,2.5
1007,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17570844-Reviews-The_Sixteen_Twelve-Copenhagen_Zealand.html,The Sixteen Twelve,"Jaegersborggade 8, København 2200 Danmark",4.5,Café],,,17,2.5
1008,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8566775-Reviews-Magasasa_Dim_Sum_Cocktails-Copenhagen_Zealand.html,"Magasasa, Dim Sum & Cocktails","Flaesketorvet 54/56 Kodbyen, København 1711 Danmark",3.5,Kinesisk,Asiatisk,Fra Shanghai,162,2.5
1009,https://www.tripadvisor.dk/Restaurant_Review-g189541-d6796025-Reviews-Sofiekaelderen_Copenhagen-Copenhagen_Zealand.html,Sofiekaelderen Copenhagen,"Overgaden Oven Vandet 32, 1418 Kobenhavn K, 1415 Kobenhavn K, Denmark, København Danmark",4.0,Bar,Europæisk,Pub,26,2.5
1010,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12515149-Reviews-Djuus_Copenhagen-Copenhagen_Zealand.html,Djuus Copenhagen,"Blegdamsvej 78, København 2100 Danmark",5.0,Europæisk,Dansk],,14,2.5
1011,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10666715-Reviews-Taste_house_of_cascabel-Copenhagen_Zealand.html,Taste - house of cascabel,"Store Kongensgade 80-82, København Danmark",4.5,Café],,,28,0.0
1012,https://www.tripadvisor.dk/Restaurant_Review-g189541-d16742747-Reviews-Vinos_Vinbar-Copenhagen_Zealand.html,Vinøs Vinbar,"Lergravsvej 30, København 2300 Danmark",5.0,,,,11,2.5
1013,https://www.tripadvisor.dk/Restaurant_Review-g189541-d13908784-Reviews-Pincho_Nation-Copenhagen_Zealand.html,Pincho Nation,"Fiolstræde 44, København 1171 Danmark",3.5,Europæisk,Spisested,Gademad,112,2.5
1014,https://www.tripadvisor.dk/Restaurant_Review-g189541-d810174-Reviews-Damindra_Restaurant-Copenhagen_Zealand.html,Damindra,"Holbergsgade 26 Copenhagen C, København 1054 Danmark",4.5,Japansk,Sushi,Asiatisk,506,4.0
1015,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8655104-Reviews-The_Black_Cock-Copenhagen_Zealand.html,The Black Cock,"Kultorvet, København 1175 Danmark",5.0,Fastfood],,,17,1.0
1016,https://www.tripadvisor.dk/Restaurant_Review-g189541-d9710876-Reviews-JOE_THE_JUICE-Copenhagen_Zealand.html,JOE & THE JUICE,"Bernstorffsgade 16 Hovedbanegarden, København 1577 Danmark",3.5,Café,Vegetarvenlig,Veganske retter,70,2.5
1017,https://www.tripadvisor.dk/Restaurant_Review-g189541-d844568-Reviews-Ranee_s-Copenhagen_Zealand.html,Ranee's,"Blågårds Plads 10, København Danmark",4.0,Asiatisk,Thai,Vegetarvenlig,65,2.5
1018,https://www.tripadvisor.dk/Restaurant_Review-g189541-d19611544-Reviews-Coffee_Fellaz-Copenhagen_Zealand.html,Coffee Fellaz,"Helgolandsgade 10, København 1650 Danmark",5.0,Café,Europæisk,Sund,9,1.0
1019,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12667415-Reviews-Cafe_Ermanno-Copenhagen_Zealand.html,Café Ermanno,"Store Strandstræde 11, København 1255 Danmark",4.0,Café,Europæisk,Vegetarvenlig,56,2.5
1020,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12454509-Reviews-Garden_Restaurant_Wine_bar-Copenhagen_Zealand.html,Garden Restaurant & Vinbar,"Gothersgade 87 Kælder, København 1123 Danmark",4.5,Europæisk,Skandinavisk,Dansk,189,2.5
1021,https://www.tripadvisor.dk/Restaurant_Review-g189541-d808157-Reviews-Hereford_Village-Copenhagen_Zealand.html,Hereford Village,"Frederiksberggade 21/1, København 1459 Danmark",3.5,Steakhouse,Europæisk],,270,2.5
1022,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12429659-Reviews-Ancestrale-Copenhagen_Zealand.html,Ancestrale,"Oehlenschlægersgade 12, København 1663 Danmark",4.0,Østrigsk,Bar,Europæisk,41,2.5
1023,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12511601-Reviews-Det_Argentinske_Vinhus-Copenhagen_Zealand.html,Det Argentinske Vinhus,"Amagerbrogade 18, København 2300 Danmark",5.0,Bar,Spisested,Vinstue,14,2.5
1024,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8007007-Reviews-Kind_of_Blue-Copenhagen_Zealand.html,Kind of Blue,"Ravnsborggade 17, København 2200 Danmark",4.0,Pub],,,27,2.5
1025,https://www.tripadvisor.dk/Restaurant_Review-g189541-d9985142-Reviews-Wannisa-Copenhagen_Zealand.html,Wannisa,"Toldbodgade 7, København Danmark",4.0,Asiatisk,Thai,Vegetarvenlig,28,1.0
1026,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1315995-Reviews-Nyhavns_Faergekro-Copenhagen_Zealand.html,Nyhavns Faergekro,"Nyhavn 5, København 1051 Danmark",4.0,,,,1073,0.0
1027,https://www.tripadvisor.dk/Restaurant_Review-g189541-d694936-Reviews-Bankerat-Copenhagen_Zealand.html,Bankeråt,"Ahlefeldtsgade 27-29, København 1359 Danmark",4.0,Bar,Café,Grill,133,2.5
1028,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1208893-Reviews-Restaurant_Romarin-Copenhagen_Zealand.html,Restaurant Romarin,"Ryesgade 90, København 2100 Danmark",4.0,Fransk,Europæisk],,52,2.5
1029,https://www.tripadvisor.dk/Restaurant_Review-g189541-d4128808-Reviews-Maltid-Copenhagen_Zealand.html,Måltid,"Bispebjerg Torv 2, København Danmark",4.5,Europæisk,Dansk],,20,2.5
1030,https://www.tripadvisor.dk/Restaurant_Review-g189541-d12789171-Reviews-Kiin_Kiin_Street_at_WestMarket-Copenhagen_Zealand.html,Kiin Kiin Street at WestMarket,"WestMarket, Vesterbrogade 97, København 1620 Danmark",4.5,Asiatisk,Thai],,19,1.0
1031,https://www.tripadvisor.dk/Restaurant_Review-g189541-d695001-Reviews-Spicey_Kitchen-Copenhagen_Zealand.html,Spicey Kitchen,"56 Torvegade, København Danmark",3.5,Indisk,Asiatisk,Vegetarvenlig,96,1.0
1032,https://www.tripadvisor.dk/Restaurant_Review-g189541-d5017981-Reviews-Greasy_Spoon-Copenhagen_Zealand.html,Greasy Spoon,"Studiestræde 14, København 1455 Danmark",3.5,Amerikansk,Bar,Spisested,208,2.5
1033,https://www.tripadvisor.dk/Restaurant_Review-g189541-d1014821-Reviews-Restaurant_Vita-Copenhagen_Zealand.html,Restaurant Vita,"Store Kongensgade 25, København Danmark",4.0,Europæisk,Skandinavisk,Dansk,554,2.5
1034,https://www.tripadvisor.dk/Restaurant_Review-g189541-d8492336-Reviews-TGI_Fridays-Copenhagen_Zealand.html,TGI Fridays,"Hojbro Plads 5-7, København 1200 Danmark",3.5,Amerikansk,Bar,Grillmad,521,2.5
1035,https://www.tripadvisor.dk/Restaurant_Review-g189541-d801128-Reviews-Cafe_Hoegs_Hoegs-Copenhagen_Zealand.html,Cafe Høegs,"Enghavevej 20, København 1674 Danmark",4.0,Bar,Café,Europæisk,80,2.5
1036,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7699890-Reviews-Cafe_Bacchouse-Copenhagen_Zealand.html,Café Bacchouse,"Sølvgade 84, København 1307 Danmark",4.0,Café,Europæisk],,38,2.5
1037,https://www.tripadvisor.dk/Restaurant_Review-g806262-d1081584-Reviews-Chun_bo-Frederiksberg_Copenhagen_Zealand.html,Chun bo,"Åboulevard 27, Frederiksberg, København 1960 Danmark",3.5,Kinesisk,Sushi,Asiatisk,84,1.0
1038,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10626393-Reviews-Bagerdygtigt-Copenhagen_Zealand.html,Bagerdygtigt,"Istedgade 120, København 1650 Danmark",4.5,Café,Europæisk,Moderne,23,1.0
1039,https://www.tripadvisor.dk/Restaurant_Review-g189541-d17317272-Reviews-Pico_Pizza-Copenhagen_Zealand.html,Pico Pizza,"Skyttegade 3, København 2200 Danmark",5.0,Pizza],,,38,1.0
1040,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7646603-Reviews-PzNordic-Copenhagen_Zealand.html,PzNordic,"Gothersgade 153, København 1123 Danmark",4.5,Italiensk,Pizza,Café,24,1.0
1041,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14509313-Reviews-Lille_Bakery-Copenhagen_Zealand.html,Lille Bakery,"Refshalevej 213A, København 1432 Danmark",4.5,Café,Europæisk,Skandinavisk,17,1.0
1042,https://www.tripadvisor.dk/Restaurant_Review-g189541-d10317012-Reviews-Tea_licious_Cafe-Copenhagen_Zealand.html,Tea:licious Café,"Studiestraede 21, København 1455 Danmark",5.0,Fastfood,Asiatisk,Taiwansk,20,1.0
1043,https://www.tripadvisor.dk/Restaurant_Review-g806262-d4783620-Reviews-Restaurant_Frokosten-Frederiksberg_Copenhagen_Zealand.html,Restaurant Frokosten,"Gammel Kongevej 74, Frederiksberg, København 1850 Danmark",4.0,Dansk],,,31,2.5
1044,https://www.tripadvisor.dk/Restaurant_Review-g189541-d20297455-Reviews-Kini_Kini-Copenhagen_Zealand.html,Kini Kini,"Göteborg Plads 9 Nordhavn, København 2150 Danmark",5.0,,,,9,1.0
1045,https://www.tripadvisor.dk/Restaurant_Review-g189541-d7792702-Reviews-WOK_CPH_Christianshavn-Copenhagen_Zealand.html,WOK Christianshavn,"Torvegade 49 Christianshavn, København 1400 Danmark",4.5,En hurtig bid mad,Fastfood,Asiatisk,113,2.5
1046,https://www.tripadvisor.dk/Restaurant_Review-g189541-d14141418-Reviews-Glod-Copenhagen_Zealand.html,Glød,"Adelgade 12, København 1304 Danmark",4.5,Europæisk,Dansk],,13,4.0
1047,https://www.tripadvisor.dk/Restaurant_Review-g806262-d7208238-Reviews-Wagamama-Frederiksberg_Copenhagen_Zealand.html,Wagamama,"Solbjergvej 3, Frederiksberg, København 2000 Danmark",3.5,Japansk,Asiatisk,Fusion,100,2.5
1048,https://www.tripadvisor.dk/Restaurant_Review-g189541-d803470-Reviews-The_a_la_menthe-Copenhagen_Zealand.html,The a la menthe,"Faelledvej 14, København 2200 Danmark",4.0,Marokkansk,Café,Middelhavsområdet,50,1.0
1049,https://www.tripadvisor.dk/Restaurant_Review-g189541-d18338046-Reviews-Osteria_16-Copenhagen_Zealand.html,Osteria 16,"Ravnsborggade 14B, København 2200 Danmark",5.0,Italiensk],,,12,2.5
